Time	RT	Category
4906.988	314.988000000001	OK
11600.413	298.126	OK
14997.086	301.353000000003	OK
23306.585	323.178	OK
27967.723	284.784999999996	OK
33380.051	311.013999999996	OK
42087.22	318.817000000003	OK
51379.089	299.550999999999	OK
57005.943	293.500999999997	OK
61135.227	325.968999999997	OK
66580.87	279.326000000001	OK
74405.565	293.351999999999	OK
78003.01	342.114999999991	OK
83846.727	357.366999999998	OK
88958.711	493.072	OK
93854.145	291.850000000006	OK
99830.861	285.362999999998	OK
104759.162	295.18299999999	OK
109221.467	266.986000000004	OK
117246.928	325.146999999997	OK
123874.743	322.491999999998	OK
133664.188	277.093999999983	OK
139042.246	314.746000000014	OK
144703.371	263.790000000008	OK
151530.982	325.289999999979	OK
156125.513	313.182000000001	OK
162968.81	308.972999999998	OK
168613.283	319.152000000002	OK
173109.846	327.247000000003	OK
180218.576	273.377000000008	OK
189892.438	308.533999999985	OK
198983.541	284.785000000003	OK
203746.504	344.65400000001	OK
213004.1	278.249000000011	OK
215900.295	332.844000000012	OK
220212.734	281.119999999995	OK
223926.769	338.712	OK
230453.673	283.58600000001	OK
232983.564	430.538	OK
240710.292	346.415999999997	OK
249867.018	268.369000000006	OK
256078.487	295.141000000003	OK
261572.225	252.303000000014	OK
268565.371	267.831000000006	OK
274011.005	290.315000000002	OK
277839.621	283.260999999999	OK
282967.974	273.032000000007	OK
289945.397	289.149000000034	OK
298469.416	270.668999999994	OK
301767.149	370.419999999984	OK
307926.816	289.317000000039	OK
313155.028	292.896999999997	OK
315585.98	319.635000000009	OK
318866.101	326.804999999993	OK
323927.804	286.381999999983	OK
326526.234	395.10500000004	OK
333967.971	344.390000000014	OK
340378.359	310.06600000005	OK
350551.732	343.053000000014	OK
353116.85	335.804000000004	OK
363222.656	310.451000000001	OK
365936.659	373.690000000002	OK
374994.451	419.473000000056	OK
383902.397	305.631000000052	OK
389913.17	304.457999999984	OK
399070.871	312.38400000002	OK
404300.044	283.861000000034	OK
411159.03	343.630000000005	OK
419351	342.657000000007	OK
428575.3	371.982000000018	OK
437599.796	336.179999999993	OK
442113.005	374.891999999993	OK
446607.635	355.282000000007	OK
453550.832	240.880999999994	OK
456065.038	374.88400000002	OK
463875.024	336.668000000005	OK
469652.698	334.324000000022	OK
477361.811	332.763000000035	OK
486902.491	335.331000000006	OK
490782.001	349.190999999992	OK
498190.443	289.087999999989	OK
500571.442	343.68200000003	OK
509430.2	280.44299999997	OK
515506.824	325.035999999964	OK
519736.02	268.878000000026	OK
529011.222	291.900000000023	OK
532623.39	353.822000000044	OK
540165.991	393.292999999947	OK
550339.36	287.050999999978	OK
559563.652	260.978000000003	OK
562993.631	380.662999999942	OK
567023.016	366.06799999997	OK
575414.801	300.459999999963	OK
578862.386	335.273999999976	OK
583924.089	344.353999999934	OK
593929.992	371.548999999999	OK
596677.3	308.9929999999	OK
