Time	RT	Category
10268.394	280.393999999998	OK
18144.014	269.312999999998	OK
25487.784	337.462	OK
33345.78	297.643000000004	OK
40806.112	289.010999999999	OK
46849.224	333.764000000003	OK
54159.695	354.158000000003	OK
59803.2	325.146000000001	OK
69110.752	329.232999999993	OK
76353.656	343.588999999993	OK
83380.105	291.137000000002	OK
91921.742	272.323000000004	OK
101845.353	319.296000000002	OK
110320.666	294.998000000007	OK
113951.129	353.428999999989	OK
118146.053	382.573999999993	OK
126704.568	251.201000000001	OK
134231.261	321.611000000004	OK
144370.361	346.75	OK
150081.43	480.75	OK
154410.526	364.775999999983	OK
162686.734	351.888000000006	OK
167931.585	293.513000000006	OK
175673.03	294.095000000001	OK
182033.473	320.119999999995	OK
188461.469	328.429000000004	OK
198651.498	320.676000000007	OK
207258.762	290.918000000005	OK
214868.934	303.860999999975	OK
224975.706	330.417000000016	OK
229553.587	316.531000000017	OK
237945.368	356.462	OK
243872.896	371.212999999989	OK
246320.488	306.283999999985	OK
255462.509	393.698999999993	OK
259607.472	367.615000000049	OK
264619.235	292.440000000002	OK
271395.937	276.385000000009	OK
276357.741	350.483999999997	OK
283317.582	352.52899999998	OK
288896.422	365.524000000034	OK
292808.326	317.553000000014	OK
295638.848	553.232000000018	OK
304814.171	385.998999999953	OK
308609.481	283.968999999983	OK
314653.554	346.761999999988	OK
323568.377	255.500999999989	OK
329240.238	293.76800000004	OK
338847.501	277.91399999999	OK
344474.348	316.505999999994	OK
354582.09	311.421999999962	OK
362707.453	294.012999999977	OK
368784.426	251.624000000011	OK
371088.527	293.341000000015	OK
377875.931	325.34600000002	OK
383885.738	361.459000000032	OK
389031.666	336.603999999992	OK
395374.484	286.467999999993	OK
401801.522	288.716000000015	OK
411675.186	329.339999999967	OK
418192.472	375.966000000015	OK
423363.733	282.293000000005	OK
432921.043	341.989999999991	OK
440663.46	267.103999999992	OK
446707.535	332.761999999988	OK
451336.336	382.483000000007	OK
455216.837	394.190000000002	OK
461760.096	263.904000000039	OK
468237.412	430.639000000025	OK
473065.051	350.28899999999	OK
481024.13	291.763000000035	OK
489632.169	267.929000000004	OK
493328.534	268.060999999987	OK
503203.166	305.310999999987	OK
505933.818	460.304000000004	OK
515673.311	275.135999999999	OK
521217.885	300.255999999936	OK
530243.338	394.128999999957	OK
539633.176	296.48199999996	OK
547242.391	315.894999999902	OK
550322.704	364.996000000043	OK
555401.061	355.023000000045	OK
565407.93	317.546999999904	OK
575632.214	321.970000000088	OK
581376.591	353.032000000007	OK
584206.177	382.22100000002	OK
591566.606	283.108000000007	OK
597293.366	275.409000000102	OK
