Time	RT	Category
10219.415	312.415000000001	OK
13632.736	290.978999999999	OK
20608.263	337.18	OK
29650.378	296.790000000001	OK
34028.453	311.718000000001	OK
41204.793	308.020999999993	OK
48181.251	286.173999999999	OK
56107.436	300.860000000001	OK
59853.157	357.002	OK
67812.027	274.551999999996	OK
73523.099	297.755000000005	OK
83513.317	300.884999999995	OK
90590.686	364.044999999998	OK
94803.223	364.190000000002	OK
100664.151	465.572	OK
108505.501	253.001000000004	OK
114083.402	282.581000000006	OK
119945.263	309.578999999998	OK
128153.889	309.277999999991	OK
133164.683	301.445999999996	OK
142906.104	286.104999999981	OK
150414.447	293.994000000006	OK
159073.6	283.837	OK
166498.694	302.74099999998	OK
170877.74	307.728999999992	OK
178770.005	292.950000000012	OK
187344.945	301.622000000003	OK
194055.999	346.725999999995	OK
201947.298	328.944000000018	OK
205876.779	347.161000000022	OK
211855.231	312.130000000005	OK
218647.608	310.024000000005	OK
227995.286	289.342000000004	OK
237212.757	323.330000000016	OK
245771.206	294.135000000009	OK
250516.389	274.033999999985	OK
256743.627	336.920000000013	OK
265868.028	595.081999999995	OK
270413.568	294.226000000024	OK
279771.308	253.419999999984	OK
285898.395	330.010000000009	OK
288463.519	355.804999999993	OK
290860.204	380.331999999995	OK
295106.049	377.527000000002	OK
304064.909	358.548999999999	OK
312939.549	379.294000000053	OK
316635.115	309.216000000015	OK
320198.133	268.860999999975	OK
330022.813	344.363000000012	OK
338430.27	354.108999999997	OK
348037.527	305.93399999995	OK
350818.136	374.285000000033	OK
358395.019	317.564000000013	OK
366603.645	298.271000000008	OK
374911.213	286.212	OK
382554.682	329.156000000017	OK
387715.333	309.293000000005	OK
394658.534	326.888000000035	OK
401136.593	390.748000000021	OK
405497.905	309.059999999998	OK
411075.782	325.554999999993	OK
417453.836	303.742999999959	OK
427676.183	394.996999999974	OK
431705.569	427.062999999966	OK
434869.136	414.244000000006	OK
444093.436	296.977000000014	OK
452035.654	310.899000000034	OK
461026.854	416.878000000026	OK
467437.237	415.070999999996	OK
475612.562	545.004000000015	OK
485370.641	366.760999999999	OK
488116.98	446.992000000027	OK
497658.606	303.305999999982	OK
500804.556	512.604999999981	OK
510129.717	445.846999999951	OK
516823.161	345.087999999989	OK
519753.624	447.113999999943	OK
525714.449	317.472999999998	OK
532824.153	392.353999999934	OK
537519.552	355.046000000089	OK
547858.813	360.912000000011	OK
552370.904	291.126999999979	OK
559830.063	404.028000000049	OK
565740.942	439.557999999961	OK
574233.593	362.334000000032	OK
582457.901	268.961999999941	OK
590300.219	319.998999999953	OK
593014.223	447.687000000034	OK
596061.245	470.699000000022	OK
