Time	RT	Category
2477.018	349.017999999999	OK
5240.982	332.621000000001	OK
9319.541	273.207	OK
11700.373	341.679999999998	OK
19625.966	285.273999999998	OK
29066.74	296.462	OK
33746.466	308.413	OK
42586.862	280.045000000006	OK
47116.737	331.556000000004	OK
55374.376	308.288	OK
65131.501	317.815000000002	OK
74588.934	288.111000000004	OK
82980.734	347.487000000008	OK
86145.274	613.225999999995	OK
90506.717	373.122999999992	OK
93504.753	316.720000000001	OK
103061.502	254.396999999997	OK
112252.137	282.703999999998	OK
116764.395	381.941000000006	OK
119163.017	395.307000000001	OK
122676.25	356.881999999998	OK
129752.673	320.06799999997	OK
135214.001	307.973999999987	OK
144078.083	278.723999999987	OK
147301.603	282.58600000001	OK
153379.592	313.045000000013	OK
162187.666	344.722000000009	OK
170929.118	367.100000000006	OK
175074.099	433.641999999993	OK
177755.785	427.35500000001	OK
181834.156	344.033999999985	OK
191275.902	324.428000000014	OK
194506.08	400.828999999998	OK
201731.381	276.940000000002	OK
208691.265	383.565000000002	OK
211289.684	350.103000000003	OK
221229.971	336.942999999999	OK
224425.874	337.558999999979	OK
231885.677	315.478999999992	OK
234699.171	467.600000000006	OK
239694.29	306.796999999991	OK
247852.99	305.383999999991	OK
252964.661	263.353000000003	OK
257261.429	284.45199999999	OK
260491.616	284.833000000042	OK
264253.633	253.668999999994	OK
267384.897	262.947999999975	OK
274410.374	285.147999999986	OK
281321.261	287.562999999966	OK
284866.826	309.218999999983	OK
295073.531	295.382999999973	OK
304731.721	290.881999999983	OK
313956.044	280.973999999987	OK
322181.342	294.950000000012	OK
325327.301	318.611000000034	OK
333469.344	245.727000000014	OK
338065.823	290.162000000011	OK
342561.429	281.255999999994	OK
349170.669	317.887999999977	OK
359327.418	292.429000000004	OK
368019.894	302.16399999999	OK
372780.95	345.713999999978	OK
379174.687	292.428000000014	OK
383004.282	346.272999999986	OK
391312.835	304.233000000007	OK
399072.9	389.750999999989	OK
403285.437	381.841000000015	OK
407781.044	305.256999999983	OK
417237.989	293.594999999972	OK
425762.507	287.683000000019	OK
428460.844	414.016000000003	OK
435902.599	343.411000000022	OK
441264.995	555.07799999998	OK
449838.988	342.640000000014	OK
458597.972	333.664999999979	OK
468038.198	317.782000000007	OK
475581.479	326.284999999974	OK
484272.011	342.188999999955	OK
494029.474	338.144000000029	OK
500989.981	312.513000000035	OK
505984.13	304.79800000001	OK
509481.685	338.23199999996	OK
516358.074	291.03899999999	OK
525849.031	345.379000000074	OK
534256.515	373.136999999988	OK
541382.887	353.056999999913	OK
544980.332	420.129000000074	OK
550307.495	357.807999999961	OK
553404.47	415.655999999959	OK
562728.69	381.899000000092	OK
568456.436	300.425999999978	OK
573286.031	276.281000000075	OK
579063.716	297.34600000002	OK
589153.846	383.77099999995	OK
592051.02	316.827000000048	OK
