Time	RT	Category
5090.161	263.161	OK
8753.224	309.772999999999	OK
12366.348	326.810000000001	OK
21823.751	514.085999999999	OK
25886.436	337.366000000002	OK
34894.278	300.522999999994	OK
44734.64	314.044999999998	OK
47815.922	373.966999999997	OK
50762.072	336.796999999999	OK
59170.496	310.112999999998	OK
69127.415	555.599000000017	OK
78534.866	285.134999999995	OK
86593.636	349.451000000001	OK
93104.526	330.567999999999	OK
99515.286	318.037000000011	OK
104343.902	341.271999999997	OK
111403.637	304.399000000005	OK
114299.832	367.839999999997	OK
123873.79	392.642000000007	OK
127736.667	288.559999999969	OK
131016.788	470.804999999993	OK
140557.442	307.337	OK
143155.869	336.107000000018	OK
150704.423	396.203999999998	OK
156192.445	378.969000000012	OK
166016.808	311.360999999975	OK
168746.507	366.349000000017	OK
175224.459	316.641000000003	OK
181034.462	336.654999999999	OK
187528.269	407.492999999988	OK
190293.026	367.607000000018	OK
194837.607	312.232999999978	OK
202164.733	324.812000000005	OK
204494.812	323.733000000007	OK
213453.67	339.539000000019	OK
217399.814	368.793000000005	OK
227039.397	285.226999999984	OK
236381.213	292.497999999992	OK
246404.725	320.162000000011	OK
255994.36	344.284000000014	OK
263636.877	299.194999999949	OK
272245.11	315.908999999985	OK
282418.479	375.043999999994	OK
288596.732	395.931000000041	OK
293391.064	303.983999999997	OK
300285.28	297.898000000045	OK
306561.495	394.858999999997	OK
310558.552	353.735000000044	OK
319815.187	360.280999999959	OK
325360.25	372.750999999989	OK
330904.321	426.25	OK
340512.102	319.467999999993	OK
350469.461	351.564000000013	OK
357412.656	329.851000000024	OK
361241.266	360.255999999994	OK
365936.665	309.074999999953	OK
376144.308	363.319000000018	OK
381304.947	393.285999999964	OK
386251.076	342.809000000008	OK
392128.048	303.623000000021	OK
401801.54	418.541999999958	OK
409710.456	351.597000000009	OK
417802.531	314.755000000005	OK
423263.964	436.110999999975	OK
428408.809	337.642999999982	OK
436768.145	319.016000000003	OK
445709.497	454.890999999945	OK
454849.574	273.72900000005	OK
458380.42	492.52999999997	OK
464889.736	280.967999999993	OK
474964.172	428.111000000034	OK
479442.153	332.627999999968	OK
482773.192	376.719999999972	OK
486302.097	389.554999999993	OK
492064.103	329.689000000013	OK
501837.85	319.406999999948	OK
509762.447	348.245999999985	OK
517122.877	359.105999999971	OK
521435.32	365.094999999972	OK
530010.263	335.568000000087	OK
537085.689	346.082000000053	OK
539866.291	488.287000000011	OK
545327.838	320.224999999977	OK
550289.419	394.491000000038	OK
556917.23	412.493000000017	OK
562327.625	316.045999999973	OK
569288.443	337.496999999974	OK
577879.062	282.270000000019	OK
587703.736	465.354999999981	OK
596711.582	427.491000000038	OK
