Time	RT	Category
4107.755	326.754999999999	OK
9486.787	265.728000000001	OK
12233.122	342.988000000001	OK
18760.477	269.030999999999	OK
23988.275	452.892	OK
33112.673	293.080000000002	OK
41988.277	331.288999999997	OK
52327.196	399.563999999998	OK
57505.446	456.944000000003	OK
61068.625	465.86099999999	OK
68229.245	357.303999999989	OK
73606.337	491.743000000002	OK
82697.464	276.805000000008	OK
90106.843	308.078000000009	OK
100080.409	304.243000000002	OK
108871.799	559.072	OK
116581.883	272.769	OK
124789.533	484.301999999996	OK
132699.425	336.565000000002	OK
140758.195	293.796000000002	OK
145552.534	291.984999999986	OK
148567.214	361.364000000001	OK
152595.629	293.064000000013	OK
157074.583	291.635999999999	OK
159572.137	313.241999999998	OK
162103.952	350.504000000015	OK
170378.218	271.917000000016	OK
180302.796	287.25	OK
186212.704	277.562000000005	OK
188894.379	341.358999999997	OK
194621.129	273.399999999994	OK
204761.205	309.755000000005	OK
207874.817	391.294999999984	OK
210989.398	528.260000000009	OK
219979.634	378.885000000009	OK
223059.942	341.997999999992	OK
231819	316.74000000002	OK
236947.304	354.957999999984	OK
239826.85	425.190999999992	OK
247936.541	364.371000000014	OK
250467.392	383.481	OK
255379.25	373.506000000023	OK
264636.85	367.251000000047	OK
271312.678	329.479999999981	OK
277574.175	345.184999999998	OK
283152.055	303.52899999998	OK
290960.107	250.712	OK
295806.314	268.889000000025	OK
301949.336	347.67200000002	OK
308376.367	313.716000000015	OK
311656.496	329.80700000003	OK
321797.525	337.722000000009	OK
324793.619	326.747999999963	OK
334634.95	238.006999999983	OK
341660.43	341.130999999994	OK
351918.019	293.264000000025	OK
358743.711	292.342000000004	OK
363589.92	380.908000000054	OK
366403.835	398.561999999976	OK
375095.315	316.131999999983	OK
384451.846	318.184000000008	OK
393393.089	304.920000000042	OK
396140.395	401.988000000012	OK
403383.303	358.585000000021	OK
409360.781	252.159999999974	OK
417703.579	256.48000000004	OK
421215.859	389.931999999972	OK
426428.361	344.208000000042	OK
436184.506	299.791999999958	OK
442912.22	341.395000000019	OK
446857.385	311.810999999987	OK
454233.493	402.78899999999	OK
457746.716	369.907999999996	OK
465522.433	334.397999999986	OK
475162.992	279.239000000001	OK
480375.519	268.214000000036	OK
484337.341	348.467000000004	OK
490248.21	359.554000000004	OK
499489.164	289.630999999994	OK
506782.014	257.532999999996	OK
511012.181	382.843000000052	OK
518437.266	397.744000000006	OK
524964.204	336.620999999926	OK
533489.197	338.67200000002	OK
537086.637	598.130000000005	OK
540199.283	528.294999999925	OK
543746.773	358.170999999973	OK
550022.992	346.86400000006	OK
558597.927	291.619999999995	OK
561495.089	265.846999999951	OK
569688.032	324.624000000069	OK
579111.567	291.181999999913	OK
583191.471	389.985999999917	OK
588253.178	350.35400000005	OK
594479.45	352.915999999968	OK
