Time	RT	Category
5207.689	329.689	OK
9102.912	587.882	OK
15646.568	243.333999999999	OK
22306.68	293.843999999997	OK
26369.373	480.372000000003	OK
34245.013	268.318999999996	OK
42486.96	255.627	OK
48215.664	281.383000000002	OK
56456.644	254.629000000001	OK
66630.042	353.078000000009	OK
71725.066	368.705000000002	OK
81365.652	275.269	OK
89324.558	295.595000000001	OK
97850.506	274.648000000001	OK
102145.345	305.482999999993	OK
107356.918	314.256999999998	OK
110220.789	348.546000000002	OK
113685.037	293.93299999999	OK
120145.404	299.012999999992	OK
124290.378	294.62999999999	OK
129951.514	265.821000000025	OK
137028.898	336.065999999992	OK
143971.154	402.902999999991	OK
152113.196	363.725000000006	OK
162286.586	285.073999999993	OK
168014.327	322.421999999991	OK
175107.397	253.755000000005	OK
183216.139	278.428000000014	OK
190176.009	275.551000000007	OK
199450.284	319.959999999992	OK
208309.021	331.421999999991	OK
215019.374	354.763999999996	OK
222528.698	260.976999999984	OK
226190.825	344.771000000008	OK
235565.231	249.089000000007	OK
238645.325	362.014999999985	OK
241542.489	315.854000000021	OK
246904.883	323.074000000022	OK
253681.601	309.366000000009	OK
259908.851	297.897999999986	OK
269233.074	312.871999999974	OK
275442.703	335.282000000007	OK
280405.489	326.465000000026	OK
290527.964	344.125999999989	OK
299685.688	259.405999999959	OK
303581.874	323.868000000017	OK
310176.407	284.206999999995	OK
319832.673	298.917000000016	OK
328940.436	326.446999999986	OK
334684.826	394.067000000039	OK
343044.292	286.152000000002	OK
352068.814	278.17200000002	OK
358795.57	332.411000000022	OK
367919.021	290.09600000002	OK
372614.439	391.097999999998	OK
374929.806	291.049999999988	OK
379825.032	276.875	OK
384119.863	262.482000000018	OK
389830.952	254.773999999976	OK
397640.951	312.684000000008	OK
403117.971	315.668999999994	OK
407863.33	259.04800000001	OK
412542.1	337.448999999964	OK
417071.004	310.563000000024	OK
420501.461	282.140000000014	OK
427044.588	285.276000000013	OK
430874.182	271.26999999996	OK
440964.331	283.829000000027	OK
445261.112	346.471999999951	OK
454800.809	272.363000000012	OK
463525.617	330.489999999991	OK
468405.153	427.215000000026	OK
475380.719	290.22100000002	OK
481774.454	340.437999999966	OK
491882.217	294.42200000002	OK
495728.463	368.897999999986	OK
505185.883	274.072999999975	OK
514975.351	329.116999999969	OK
518438.637	332.965000000026	OK
526764.835	312.878999999957	OK
534740.345	320.193000000087	OK
539085.133	320.439000000013	OK
548159.595	327.148000000045	OK
557333.973	266.059000000008	OK
559732.596	366.311999999918	OK
568057.793	293.849000000046	OK
575000.042	296.900000000023	OK
582609.277	252.917999999947	OK
589902.148	342.554000000004	OK
598460.456	288.989999999991	OK
