Time	RT	Category
10219.453	302.453	OK
19409.505	325.713	OK
27851.259	285.432000000001	OK
31131.384	356.805999999997	OK
37408.588	248.885999999999	OK
43003.122	266.214999999997	OK
45484.424	315.983	OK
50795.512	258.163	OK
57455.669	170.840999999993	OK
63217.676	274.690000000002	OK
70810.255	328.228000000003	OK
77752.509	261.899000000005	OK
84646.742	235.918999999994	OK
88891.631	483.540000000008	OK
93887.713	259.771999999997	OK
99464.628	250.566000000006	OK
103077.765	248.818999999989	OK
109987.683	275.596999999994	OK
119561.661	287.659	OK
129435.349	319.353999999992	OK
132748.784	384.117999999988	OK
136978.944	270.837	OK
141091.597	281.296000000002	OK
148366.852	295.908999999985	OK
151830.131	275.964999999997	OK
157591.172	236.719000000012	OK
163069.152	227.663	OK
169930.084	261.614000000001	OK
177172.048	361.612999999983	OK
183716.615	289.25	OK
187279.805	348.83600000001	OK
194022.247	273.093000000023	OK
202131.958	294.391000000003	OK
210057.552	316.241000000009	OK
213086.955	327.057000000001	OK
217267.173	303.896999999997	OK
219963.57	325.050999999978	OK
227456.247	304.360000000015	OK
232884.28	251.714000000007	OK
240626.716	297.122000000003	OK
247737.408	309.375	OK
257643.418	297.664999999979	OK
265819.74	288.996999999974	OK
274593.53	275.440999999992	OK
279056.806	356.960000000021	OK
281886.409	481.25	OK
284600.421	267.695000000007	OK
293459.399	313.661000000022	OK
300152.861	314.107000000018	OK
303748.378	317.161000000022	OK
312972.806	279.111000000034	OK
316553.507	440.491000000038	OK
321997.219	291.361000000034	OK
325861.081	380.548999999999	OK
334035.457	285.023999999976	OK
342327.354	341.578999999969	OK
350719.158	282.483999999997	OK
353732.987	331.511999999988	OK
363290.208	316.008000000031	OK
368285.325	332.79800000001	OK
377909.258	304.613000000012	OK
386600.77	279.195000000007	OK
389249.155	518.05700000003	OK
396374.557	296.055999999982	OK
403134.615	317.745999999985	OK
410510.738	326.803000000014	OK
414823.195	456.135999999999	OK
423931.934	337.418999999994	OK
427378.564	331.27999999997	OK
430108.953	369.034000000043	OK
436985.845	317.266000000003	OK
445660.706	338.497999999963	OK
450522.625	332.570000000007	OK
460045.708	329.733000000007	OK
465007.497	338.487000000023	OK
472634.353	312.533999999985	OK
481075.145	382.320999999996	OK
485321.953	355.497000000032	OK
491715.707	343.402999999991	OK
498241.695	320.632999999973	OK
505635.447	271.429000000004	OK
513544.385	331.594999999972	OK
523200.649	282.912999999942	OK
533125.111	235.146000000066	OK
543248.706	468.101000000024	OK
553089.102	308.053000000073	OK
560498.511	415.065999999992	OK
563328.128	352.266999999993	OK
566442.717	353.28600000008	OK
569788.464	307.393999999971	OK
575732.659	301.878999999957	OK
579778.703	269.725999999908	OK
585940.325	260.300000000047	OK
596313.521	496.856000000029	OK
599009.915	362.04700000002	OK
