Time	RT	Category
2975.553	474.553	OK
9302.697	300.833000000001	OK
11667.216	332.193000000001	OK
19510.364	298.985999999997	OK
22489.817	294.103999999999	OK
31664.191	295.057000000008	OK
35060.873	322.364999999998	OK
40555.5	269.315999999999	OK
50379.237	273.415999999997	OK
59271.523	287.964999999997	OK
67530.118	298.247000000003	OK
75122.696	286.229000000007	OK
78435.165	480.112999999998	OK
82331.358	267.876000000004	OK
85146.245	288.573000000004	OK
94119.838	314.245999999999	OK
102113	281.842000000004	OK
106307.927	284.580000000002	OK
110704.606	323.356	OK
118545.977	295.025000000009	OK
121959.311	384.017000000007	OK
127970.099	252.475000000006	OK
130900.576	319.155999999988	OK
140441.248	336.357000000018	OK
147933.928	279.358999999997	OK
152979.412	296.166999999987	OK
159390.37	330.055000000022	OK
162187.429	329.704999999987	OK
167266.007	274.016999999993	OK
175756.74	269.379000000015	OK
182100.575	300.511999999988	OK
184998.687	379.817999999999	OK
190842.015	306.97099999999	OK
196970.324	337.995000000024	OK
203363.491	414.818999999989	OK
205960.574	348.144	OK
212953.739	354.849999999977	OK
218216.237	292.176000000007	OK
220962.594	328.996000000014	OK
226441.529	355.622999999992	OK
233001.8	452.914000000019	OK
235615.902	577.751999999979	OK
244024.357	348.104000000021	OK
246688.419	322.703000000009	OK
249268.266	432.5	OK
256377.993	343.407000000007	OK
258943.111	355.809000000008	OK
264271.241	414.775000000023	OK
273144.937	312.340000000026	OK
280387.863	370.613000000012	OK
284267.4	381.22100000002	OK
293359.485	328.768999999971	OK
300351.685	263.847000000009	OK
308693.538	339.531000000017	OK
315686.701	381.842000000004	OK
322098.081	642.04800000001	OK
324578.988	356.560999999987	OK
327325.33	279.989999999991	OK
336833.681	478.030999999959	OK
343825.877	346.842000000004	OK
353549.718	347.522999999986	OK
359560.514	265.481000000029	OK
366636.933	279.111000000034	OK
369067.888	376.640000000014	OK
377259.885	368.680999999982	OK
387433.273	291.070999999996	OK
391795.683	324.08600000001	OK
397456.823	268.825000000012	OK
407114.051	276.914000000048	OK
415539.153	365.786999999953	OK
423065.135	319.668000000005	OK
426861.431	373.983999999997	OK
431623.437	263.700000000012	OK
434437.353	297.592999999993	OK
438967.233	302.563000000024	OK
448873.296	294.717999999993	OK
456299.332	359.749000000011	OK
459030.009	338.358999999997	OK
462610.8	292.485999999975	OK
470368.913	346.763999999966	OK
475364.037	286.805999999982	OK
481142.697	270.342000000004	OK
487419.892	325.844999999972	OK
494278.929	274.686999999976	OK
501072.252	319.041000000027	OK
505851.887	291.312999999966	OK
508465.047	395.813000000024	OK
515374.956	264.608000000007	OK
521969.474	281.202000000048	OK
525265.286	363.464999999967	OK
529895.066	295.464999999967	OK
539735.451	258.040000000037	OK
546544.499	334.70299999998	OK
549191.911	357.08899999992	OK
558616.049	343.817000000039	OK
565759.057	292.701000000001	OK
573185.132	301.756999999983	OK
580461.365	360.893999999971	OK
582959.888	402.207000000053	OK
586222.396	325.160000000033	OK
591450.646	299.930000000051	OK
595747.411	365.468999999925	OK
