Time	RT	Category
2610.221	345.221	OK
10802.223	338.664999999999	OK
14147.971	315.409	OK
17811.072	270.774000000001	OK
25986.408	277.023000000001	OK
30798.381	331.656999999999	OK
35643.645	499.944000000003	OK
38807.219	272.260999999999	OK
48382.164	298.616000000002	OK
58338.328	284.813999999998	OK
64366.552	345.09599999999	OK
72974.803	285.900999999998	OK
76238.282	366.126999999993	OK
79618.321	346.687999999995	OK
85778	289.332999999999	OK
95351.981	319.669999999998	OK
104160.04	327.743999999992	OK
111086.603	327.247000000003	OK
120610.638	549.718999999997	OK
124274.429	269.477000000014	OK
127621.414	279.375	OK
133364.847	258.081000000006	OK
137095.495	331.344000000012	OK
146252.243	259.397999999986	OK
152895.76	309.197000000015	OK
159722.436	306.364999999991	OK
162636.24	350.494999999995	OK
172111.284	237.728000000003	OK
182134.827	287.179999999993	OK
190792.067	255.891000000003	OK
193407.15	339.76999999999	OK
202914.525	315.032000000007	OK
210906.544	253.668999999994	OK
214186.659	378.584000000003	OK
221080.113	410.914999999979	OK
225291.695	351.236000000004	OK
229271.145	415.133000000002	OK
239178.124	301.663	OK
247570.605	356.162000000011	OK
251616.94	494.697000000015	OK
254363.294	314.000999999989	OK
262472.033	315.424999999988	OK
272546.495	285.141000000003	OK
280870.728	302.878999999957	OK
289312.481	260.435999999987	OK
298486.86	286.059999999998	OK
307162.68	332.507000000041	OK
316602.666	283.640000000014	OK
319266.691	297.885999999999	OK
329523.198	368.332999999984	OK
334052.102	377.589999999967	OK
338265.617	347.190999999992	OK
347971.843	409.872000000032	OK
356896.454	400.294999999984	OK
365954.79	426.021999999997	OK
368834.786	395.190999999992	OK
371682.756	373.647000000055	OK
379874.787	317.465999999957	OK
389665.406	296.083999999973	OK
394494.016	401.258999999962	OK
402352.039	302.666000000027	OK
408645.897	342.532999999996	OK
416155.225	293.017999999982	OK
422366.788	281.246999999974	OK
425779.152	327.013999999966	OK
430924.13	250.657000000007	OK
435203.285	373.842000000004	OK
440399.174	314.576000000001	OK
445560.795	347.271000000008	OK
449906.549	388.385999999999	OK
455899.734	350.831999999995	OK
462267.158	439.111000000034	OK
472416.931	321.781000000017	OK
479843.006	356.764000000025	OK
489118.238	413.915999999968	OK
497658.938	324.344999999972	OK
501056.575	302.323999999964	OK
509814.688	324.760999999999	OK
516275.051	307.014000000025	OK
523516.999	256.603000000003	OK
529461.196	282.875	OK
535272.181	340.675000000047	OK
543315.002	265.505000000005	OK
549741.382	449.73900000006	OK
557601.336	239.636999999988	OK
566674.835	387.148999999976	OK
574368.291	389.141999999993	OK
578281.135	541.496000000043	OK
586022.607	307.125	OK
592650.428	289.505999999936	OK
597895.305	396.522999999928	OK
