time,double_latitude
1592500621.939,1.0
1592501948.072,1.0
1592501948.159,1.0
1592501948.179,1.0
1592501948.236,1.0
1592501950.007,1.0
1592503020.03,1.0
1592503020.08,1.0
1592503020.126,1.0
1592503022.893,1.0
1592504216.019,1.0
1592504216.086,1.0
1592504216.136,1.0
1592504216.177,1.0
1592504217.929,1.0
1592505536.027,1.0
1592505536.09,1.0
1592505536.113,1.0
1592505536.157,1.0
1592505537.824,1.0
1592506641.039,1.0
1592506641.071,1.0
1592506641.109,1.0
1592506642.769,1.0
1592507827.02,1.0
1592507827.138,1.0
1592507827.189,1.0
1592507827.282,1.0
1592507829.036,1.0
1592509028.019,1.0
1592509028.079,1.0
1592509028.129,1.0
1592509028.228,1.0
1592509030.092,1.0
1592510209.047,1.0
1592510209.084,1.0
1592510209.319,1.0
1592510211.089,1.0
1592511418.069,1.0
1592511418.118,1.0
1592511418.141,1.0
1592511418.177,1.0
1592511419.916,1.0
1592512714.992,1.0
1592512715.057,1.0
1592512715.097,1.0
1592512715.197,1.0
1592512736.925,1.0
1592513933.017,1.0
1592513933.127,1.0
1592513933.172,1.0
1592513933.266,1.0
1592513935.122,1.0
1592515101.025,1.0
1592515101.061,1.0
1592515101.121,1.0
1592515102.974,1.0
1592516443.018,1.0
1592516443.064,1.0
1592516443.087,1.0
1592516443.137,1.0
1592516444.847,1.0
1592517522.994,1.0
1592517523.028,1.0
1592517523.083,1.0
1592517525.23,1.0
1592518757.002,1.0
1592518757.06,1.0
1592518757.078,1.0
1592518757.125,1.0
1592518758.983,1.0
1592519911.992,1.0
1592519912.032,1.0
1592519912.086,1.0
1592519913.743,1.0
1592521085.988,1.0
1592521086.031,1.0
1592521086.056,1.0
1592521086.089,1.0
1592521087.68,1.0
1592522451.571,1.0
1592522453.308,1.0
1592523651.28,1.0
1592523653.156,1.0
1592524851.511,1.0
1592524853.343,1.0
1592526051.223,1.0
1592526052.921,1.0
1592527251.244,1.0
1592527252.855,1.0
1592528343.016,1.0
1592528343.069,1.0
1592528343.114,1.0
1592528343.169,1.0
1592528344.809,1.0
1592529651.377,1.0
1592529652.988,1.0
1592530851.387,1.0
1592530853.075,1.0
1592532051.237,1.0
1592532052.867,1.0
1592533251.239,1.0
1592533252.938,1.0
1592534451.264,1.0
1592534452.883,1.0
1592535651.257,1.0
1592535652.882,1.0
1592536076.014,1.0
1592536076.056,1.0
1592536076.087,1.0
1592536100.421,1.0
1592536102.203,1.0
1592537494.794,1.0
1592537496.455,1.0
1592538496.012,1.0
1592538496.057,1.0
1592538496.087,1.0
1592538496.128,1.0
1592538497.791,1.0
1592539646.998,1.0
1592539647.12,1.0
1592539647.215,1.0
1592539649.063,1.0
1592539993.002,1.0
1592539993.066,1.0
1592539993.085,1.0
1592539994.006,1.0
1592539994.044,1.0
1592540054.194,1.0
1592540056.413,1.0
1592541230.011,1.0
1592541230.057,1.0
1592541230.081,1.0
1592541230.164,1.0
1592541231.818,1.0
1592542423.004,1.0
1592542423.082,1.0
1592542423.167,1.0
1592542425.0,1.0
1592543602.015,1.0
1592543602.058,1.0
1592543602.082,1.0
1592543602.123,1.0
1592543603.888,1.0
1592543858.025,1.0
1592543858.062,1.0
1592543862.007,1.0
1592543862.047,1.0
1592543919.033,1.0
1592543920.652,1.0
1592544898.041,1.0
1592544898.09,1.0
1592544898.142,1.0
1592544899.023,1.0
1592544899.052,1.0
1592544959.032,1.0
1592544960.627,1.0
1592545664.693,1.0
1592545664.781,1.0
1592545664.882,1.0
1592546871.449,1.0
1592546871.582,1.0
1592546871.617,1.0
1592546871.708,1.0
1592546874.467,1.0
1592548215.476,1.0
1592548215.514,1.0
1592548215.536,1.0
1592548215.568,1.0
1592548217.21,1.0
1592548609.275,1.0
1592548609.336,1.0
1592548610.133,1.0
1592548610.158,1.0
1592548611.127,1.0
1592548611.155,1.0
1592548612.136,1.0
1592548612.198,1.0
1592548614.147,1.0
1592548614.186,1.0
1592548615.122,1.0
1592548615.157,1.0
1592548616.132,1.0
1592548616.168,1.0
1592548617.124,1.0
1592548617.198,1.0
1592548618.145,1.0
1592548618.191,1.0
1592548619.145,1.0
1592548619.177,1.0
1592548620.247,1.0
1592548620.276,1.0
1592548621.133,1.0
1592548621.156,1.0
1592548622.124,1.0
1592548622.164,1.0
1592548624.118,1.0
1592548624.154,1.0
1592548625.123,1.0
1592548625.166,1.0
1592548626.168,1.0
1592548626.229,1.0
1592548627.129,1.0
1592548627.161,1.0
1592548629.123,1.0
1592548629.154,1.0
1592548630.125,1.0
1592548630.162,1.0
1592548631.124,1.0
1592548631.174,1.0
1592548632.132,1.0
1592548632.174,1.0
1592548633.117,1.0
1592548633.166,1.0
1592548636.14,1.0
1592548636.197,1.0
1592548637.121,1.0
1592548637.154,1.0
1592548638.131,1.0
1592548638.175,1.0
1592548639.128,1.0
1592548639.157,1.0
1592548640.138,1.0
1592548640.197,1.0
1592548642.127,1.0
1592548642.161,1.0
1592548643.132,1.0
1592548643.173,1.0
1592548644.135,1.0
1592548644.174,1.0
1592548645.13,1.0
1592548645.17,1.0
1592548646.124,1.0
1592548646.165,1.0
1592548647.14,1.0
1592548647.186,1.0
1592548648.136,1.0
1592548648.178,1.0
1592548649.124,1.0
1592548649.173,1.0
1592548650.125,1.0
1592548650.182,1.0
1592548651.21,1.0
1592548651.251,1.0
1592548652.131,1.0
1592548652.166,1.0
1592548653.138,1.0
1592548653.174,1.0
1592548654.139,1.0
1592548654.177,1.0
1592548655.136,1.0
1592548655.181,1.0
1592548656.138,1.0
1592548656.182,1.0
1592548657.137,1.0
1592548657.167,1.0
1592548658.138,1.0
1592548658.182,1.0
1592548659.129,1.0
1592548659.148,1.0
1592548660.132,1.0
1592548660.167,1.0
1592548661.145,1.0
1592548661.184,1.0
1592548664.125,1.0
1592548664.165,1.0
1592548665.131,1.0
1592548665.168,1.0
1592548666.147,1.0
1592548666.193,1.0
1592548668.931,1.0
1592548668.97,1.0
1592548669.145,1.0
1592548669.177,1.0
1592548670.15,1.0
1592548670.225,1.0
1592548671.151,1.0
1592548671.221,1.0
1592548672.139,1.0
1592548672.166,1.0
1592548673.156,1.0
1592548673.197,1.0
1592548674.139,1.0
1592548674.172,1.0
1592548675.154,1.0
1592548675.19,1.0
1592548676.133,1.0
1592548676.166,1.0
1592548677.136,1.0
1592548677.203,1.0
1592548678.133,1.0
1592548678.155,1.0
1592548679.127,1.0
1592548679.148,1.0
1592548680.299,1.0
1592548680.327,1.0
1592548681.151,1.0
1592548681.199,1.0
1592548682.123,1.0
1592548682.154,1.0
1592548683.131,1.0
1592548683.161,1.0
1592548684.151,1.0
1592548684.186,1.0
1592548685.139,1.0
1592548685.176,1.0
1592548686.133,1.0
1592548686.185,1.0
1592548688.135,1.0
1592548688.17,1.0
1592548689.131,1.0
1592548689.163,1.0
1592548690.14,1.0
1592548690.173,1.0
1592548691.143,1.0
1592548691.179,1.0
1592548692.143,1.0
1592548692.183,1.0
1592548693.138,1.0
1592548693.178,1.0
1592548694.13,1.0
1592548694.16,1.0
1592548695.135,1.0
1592548695.189,1.0
1592548696.137,1.0
1592548696.175,1.0
1592548697.136,1.0
1592548697.183,1.0
1592548698.144,1.0
1592548698.18,1.0
1592548699.139,1.0
1592548699.193,1.0
1592548700.145,1.0
1592548700.192,1.0
1592548701.153,1.0
1592548701.205,1.0
1592548702.139,1.0
1592548702.18,1.0
1592548703.133,1.0
1592548703.183,1.0
1592548704.141,1.0
1592548704.24,1.0
1592548704.787,1.0
1592548704.816,1.0
1592548705.775,1.0
1592548705.81,1.0
1592548706.769,1.0
1592548706.802,1.0
1592548707.768,1.0
1592548707.81,1.0
1592548708.764,1.0
1592548708.797,1.0
1592548709.769,1.0
1592548709.809,1.0
1592548710.768,1.0
1592548710.801,1.0
1592548711.765,1.0
1592548711.803,1.0
1592548712.775,1.0
1592548712.807,1.0
1592548713.764,1.0
1592548713.796,1.0
1592548714.762,1.0
1592548714.798,1.0
1592548715.763,1.0
1592548715.801,1.0
1592548717.76,1.0
1592548717.787,1.0
1592548718.788,1.0
1592548718.832,1.0
1592548720.759,1.0
1592548720.783,1.0
1592548733.759,1.0
1592548733.798,1.0
1592548734.78,1.0
1592548734.813,1.0
1592548735.765,1.0
1592548735.792,1.0
1592548736.768,1.0
1592548736.803,1.0
1592548738.763,1.0
1592548738.806,1.0
1592548740.057,1.0
1592548740.085,1.0
1592548742.407,1.0
1592548742.425,1.0
1592548743.196,1.0
1592548743.225,1.0
1592548743.468,1.0
1592548743.494,1.0
1592548743.775,1.0
1592548743.806,1.0
1592548744.767,1.0
1592548744.803,1.0
1592548745.776,1.0
1592548745.806,1.0
1592548746.771,1.0
1592548746.811,1.0
1592548747.779,1.0
1592548747.83,1.0
1592548748.769,1.0
1592548748.826,1.0
1592548749.782,1.0
1592548749.862,1.0
1592548750.774,1.0
1592548750.811,1.0
1592548751.77,1.0
1592548751.809,1.0
1592548753.766,1.0
1592548753.801,1.0
1592548754.777,1.0
1592548754.826,1.0
1592548756.769,1.0
1592548756.81,1.0
1592548757.775,1.0
1592548757.807,1.0
1592548758.77,1.0
1592548758.805,1.0
1592548759.764,1.0
1592548759.806,1.0
1592548760.767,1.0
1592548760.8,1.0
1592548761.768,1.0
1592548761.792,1.0
1592548762.776,1.0
1592548762.799,1.0
1592548763.759,1.0
1592548763.792,1.0
1592548764.776,1.0
1592548764.808,1.0
1592548765.771,1.0
1592548765.812,1.0
1592548766.762,1.0
1592548766.8,1.0
1592548767.772,1.0
1592548767.807,1.0
1592548768.776,1.0
1592548768.815,1.0
1592548769.774,1.0
1592548769.807,1.0
1592548770.781,1.0
1592548770.825,1.0
1592548772.785,1.0
1592548772.824,1.0
1592548773.788,1.0
1592548773.839,1.0
1592548774.773,1.0
1592548774.809,1.0
1592548775.773,1.0
1592548775.809,1.0
1592548776.786,1.0
1592548776.828,1.0
1592548777.771,1.0
1592548777.804,1.0
1592548778.771,1.0
1592548778.813,1.0
1592548779.768,1.0
1592548779.807,1.0
1592548781.771,1.0
1592548781.797,1.0
1592548782.768,1.0
1592548782.813,1.0
1592548783.779,1.0
1592548783.804,1.0
1592548784.775,1.0
1592548784.821,1.0
1592548785.771,1.0
1592548785.808,1.0
1592548786.781,1.0
1592548786.809,1.0
1592548787.766,1.0
1592548787.803,1.0
1592548788.761,1.0
1592548788.796,1.0
1592548789.773,1.0
1592548789.81,1.0
1592548790.772,1.0
1592548790.807,1.0
1592548791.784,1.0
1592548791.827,1.0
1592548792.785,1.0
1592548792.821,1.0
1592548793.786,1.0
1592548793.82,1.0
1592548795.787,1.0
1592548795.822,1.0
1592548796.781,1.0
1592548796.819,1.0
1592548797.8,1.0
1592548797.844,1.0
1592548798.791,1.0
1592548798.839,1.0
1592548799.772,1.0
1592548799.804,1.0
1592548800.783,1.0
1592548800.829,1.0
1592548802.786,1.0
1592548802.821,1.0
1592548803.773,1.0
1592548803.819,1.0
1592548804.769,1.0
1592548804.805,1.0
1592548805.786,1.0
1592548805.863,1.0
1592548806.769,1.0
1592548806.804,1.0
1592548807.784,1.0
1592548807.824,1.0
1592548808.784,1.0
1592548808.83,1.0
1592548809.775,1.0
1592548809.821,1.0
1592548810.785,1.0
1592548810.843,1.0
1592548811.78,1.0
1592548811.817,1.0
1592548812.777,1.0
1592548812.814,1.0
1592548814.784,1.0
1592548814.833,1.0
1592548815.785,1.0
1592548815.835,1.0
1592548816.766,1.0
1592548816.801,1.0
1592548818.792,1.0
1592548818.83,1.0
1592548819.768,1.0
1592548819.805,1.0
1592548820.791,1.0
1592548820.823,1.0
1592548821.761,1.0
1592548821.795,1.0
1592548822.769,1.0
1592548822.809,1.0
1592548823.784,1.0
1592548823.828,1.0
1592548824.772,1.0
1592548824.802,1.0
1592548825.774,1.0
1592548825.813,1.0
1592548826.769,1.0
1592548826.8,1.0
1592548827.771,1.0
1592548827.808,1.0
1592548828.768,1.0
1592548828.809,1.0
1592548829.782,1.0
1592548829.808,1.0
1592548830.772,1.0
1592548830.799,1.0
1592548831.779,1.0
1592548831.831,1.0
1592548832.773,1.0
1592548832.815,1.0
1592548833.765,1.0
1592548833.804,1.0
1592548834.767,1.0
1592548834.803,1.0
1592548835.771,1.0
1592548835.806,1.0
1592548836.776,1.0
1592548836.823,1.0
1592548837.761,1.0
1592548837.796,1.0
1592548838.759,1.0
1592548838.788,1.0
1592548839.77,1.0
1592548839.807,1.0
1592548840.769,1.0
1592548840.804,1.0
1592548842.77,1.0
1592548842.811,1.0
1592548843.763,1.0
1592548843.8,1.0
1592548844.757,1.0
1592548844.788,1.0
1592548845.775,1.0
1592548845.817,1.0
1592548846.778,1.0
1592548846.81,1.0
1592548847.773,1.0
1592548847.807,1.0
1592548848.784,1.0
1592548848.817,1.0
1592548849.768,1.0
1592548849.802,1.0
1592548850.777,1.0
1592548850.827,1.0
1592548851.773,1.0
1592548851.818,1.0
1592548852.769,1.0
1592548852.806,1.0
1592548853.767,1.0
1592548853.806,1.0
1592548854.776,1.0
1592548854.812,1.0
1592548855.778,1.0
1592548855.807,1.0
1592548856.772,1.0
1592548856.811,1.0
1592548857.766,1.0
1592548857.803,1.0
1592548858.861,1.0
1592548858.896,1.0
1592548859.764,1.0
1592548859.824,1.0
1592548860.805,1.0
1592548860.878,1.0
1592548861.781,1.0
1592548861.807,1.0
1592548863.779,1.0
1592548863.815,1.0
1592548921.836,1.0
1592548923.792,1.0
1592549292.174,1.0
1592549292.215,1.0
1592549293.202,1.0
1592549293.233,1.0
1592549353.202,1.0
1592549355.586,1.0
1592550218.623,1.0
1592550218.659,1.0
1592550218.689,1.0
1592550219.604,1.0
1592550219.659,1.0
1592550220.615,1.0
1592550220.65,1.0
1592550221.599,1.0
1592550221.647,1.0
1592550222.594,1.0
1592550222.63,1.0
1592550223.596,1.0
1592550223.629,1.0
1592550224.594,1.0
1592550224.641,1.0
1592550225.609,1.0
1592550225.652,1.0
1592550226.606,1.0
1592550226.672,1.0
1592550227.601,1.0
1592550227.649,1.0
1592550228.605,1.0
1592550228.644,1.0
1592550229.599,1.0
1592550229.626,1.0
1592550230.615,1.0
1592550230.651,1.0
1592550231.603,1.0
1592550231.636,1.0
1592550232.599,1.0
1592550232.632,1.0
1592550233.602,1.0
1592550233.643,1.0
1592550234.605,1.0
1592550234.644,1.0
1592550235.629,1.0
1592550235.67,1.0
1592550236.495,1.0
1592550236.518,1.0
1592550237.519,1.0
1592550237.552,1.0
1592550238.51,1.0
1592550238.538,1.0
1592550239.513,1.0
1592550239.54,1.0
1592550240.516,1.0
1592550240.548,1.0
1592550241.515,1.0
1592550241.543,1.0
1592550242.506,1.0
1592550242.528,1.0
1592550243.513,1.0
1592550243.544,1.0
1592550244.55,1.0
1592550244.577,1.0
1592550245.551,1.0
1592550245.606,1.0
1592550246.522,1.0
1592550246.563,1.0
1592550247.531,1.0
1592550247.57,1.0
1592550248.522,1.0
1592550248.592,1.0
1592550249.517,1.0
1592550249.554,1.0
1592550250.508,1.0
1592550250.54,1.0
1592550251.52,1.0
1592550251.542,1.0
1592550252.529,1.0
1592550252.559,1.0
1592550253.509,1.0
1592550253.54,1.0
1592550254.912,1.0
1592550254.934,1.0
1592550256.506,1.0
1592550256.561,1.0
1592550257.514,1.0
1592550257.542,1.0
1592550258.512,1.0
1592550258.539,1.0
1592550259.53,1.0
1592550259.556,1.0
1592550260.518,1.0
1592550260.547,1.0
1592550261.502,1.0
1592550261.533,1.0
1592550262.517,1.0
1592550262.556,1.0
1592550263.511,1.0
1592550263.573,1.0
1592550264.508,1.0
1592550264.54,1.0
1592550265.506,1.0
1592550265.544,1.0
1592550266.523,1.0
1592550266.562,1.0
1592550268.53,1.0
1592550268.567,1.0
1592550269.531,1.0
1592550269.565,1.0
1592550270.51,1.0
1592550270.547,1.0
1592550271.577,1.0
1592550271.641,1.0
1592550272.517,1.0
1592550272.572,1.0
1592550274.512,1.0
1592550274.537,1.0
1592550275.537,1.0
1592550275.565,1.0
1592550276.594,1.0
1592550276.686,1.0
1592550277.515,1.0
1592550277.553,1.0
1592550278.526,1.0
1592550278.61,1.0
1592550279.519,1.0
1592550279.589,1.0
1592550280.5,1.0
1592550280.547,1.0
1592550281.53,1.0
1592550281.57,1.0
1592550282.626,1.0
1592550282.674,1.0
1592550283.53,1.0
1592550283.594,1.0
1592550285.526,1.0
1592550285.566,1.0
1592550286.511,1.0
1592550286.544,1.0
1592550288.505,1.0
1592550288.528,1.0
1592550289.514,1.0
1592550289.555,1.0
1592550290.507,1.0
1592550290.552,1.0
1592550291.505,1.0
1592550291.537,1.0
1592550292.51,1.0
1592550292.555,1.0
1592550293.526,1.0
1592550293.558,1.0
1592550294.496,1.0
1592550294.53,1.0
1592550296.508,1.0
1592550296.542,1.0
1592550298.519,1.0
1592550298.555,1.0
1592550299.521,1.0
1592550299.554,1.0
1592550300.514,1.0
1592550300.552,1.0
1592550301.553,1.0
1592550301.597,1.0
1592550302.548,1.0
1592550302.587,1.0
1592550303.525,1.0
1592550303.561,1.0
1592550304.513,1.0
1592550304.562,1.0
1592550305.51,1.0
1592550305.561,1.0
1592550306.513,1.0
1592550306.558,1.0
1592550307.514,1.0
1592550307.548,1.0
1592550308.516,1.0
1592550308.55,1.0
1592550309.516,1.0
1592550309.55,1.0
1592550310.509,1.0
1592550310.548,1.0
1592550312.531,1.0
1592550312.564,1.0
1592550313.52,1.0
1592550313.563,1.0
1592550315.521,1.0
1592550315.552,1.0
1592550317.52,1.0
1592550317.55,1.0
1592550319.519,1.0
1592550319.558,1.0
1592550320.523,1.0
1592550320.553,1.0
1592550321.538,1.0
1592550321.596,1.0
1592550322.526,1.0
1592550322.573,1.0
1592550323.604,1.0
1592550323.658,1.0
1592550324.517,1.0
1592550324.55,1.0
1592550325.525,1.0
1592550325.556,1.0
1592550327.529,1.0
1592550327.57,1.0
1592550328.513,1.0
1592550328.539,1.0
1592550329.52,1.0
1592550329.556,1.0
1592550330.515,1.0
1592550330.55,1.0
1592550331.515,1.0
1592550331.548,1.0
1592550332.52,1.0
1592550332.584,1.0
1592550333.522,1.0
1592550333.551,1.0
1592550334.524,1.0
1592550334.563,1.0
1592550335.52,1.0
1592550335.56,1.0
1592550336.52,1.0
1592550336.554,1.0
1592550337.516,1.0
1592550337.548,1.0
1592550338.529,1.0
1592550338.569,1.0
1592550339.537,1.0
1592550339.58,1.0
1592550340.52,1.0
1592550340.573,1.0
1592550341.517,1.0
1592550341.548,1.0
1592550342.51,1.0
1592550342.547,1.0
1592550343.516,1.0
1592550343.547,1.0
1592550344.516,1.0
1592550344.547,1.0
1592550345.52,1.0
1592550345.555,1.0
1592550348.521,1.0
1592550348.553,1.0
1592550349.513,1.0
1592550349.543,1.0
1592550350.519,1.0
1592550350.552,1.0
1592550351.525,1.0
1592550351.567,1.0
1592550352.531,1.0
1592550352.564,1.0
1592550353.525,1.0
1592550353.563,1.0
1592550355.526,1.0
1592550355.568,1.0
1592550356.527,1.0
1592550356.562,1.0
1592550357.52,1.0
1592550357.56,1.0
1592550358.53,1.0
1592550358.563,1.0
1592550359.524,1.0
1592550359.564,1.0
1592550360.509,1.0
1592550360.538,1.0
1592550361.508,1.0
1592550361.544,1.0
1592550362.526,1.0
1592550362.562,1.0
1592550364.524,1.0
1592550364.557,1.0
1592550365.519,1.0
1592550365.554,1.0
1592550366.531,1.0
1592550366.571,1.0
1592550367.516,1.0
1592550367.553,1.0
1592550368.516,1.0
1592550368.546,1.0
1592550369.519,1.0
1592550369.571,1.0
1592550370.527,1.0
1592550370.554,1.0
1592550371.519,1.0
1592550371.556,1.0
1592550372.521,1.0
1592550372.552,1.0
1592550373.528,1.0
1592550373.561,1.0
1592550374.52,1.0
1592550374.566,1.0
1592550375.52,1.0
1592550375.554,1.0
1592550376.52,1.0
1592550376.564,1.0
1592550377.514,1.0
1592550377.548,1.0
1592550379.521,1.0
1592550379.56,1.0
1592550380.511,1.0
1592550380.547,1.0
1592550381.5,1.0
1592550381.53,1.0
1592550382.506,1.0
1592550382.545,1.0
1592550383.513,1.0
1592550383.554,1.0
1592550384.526,1.0
1592550384.569,1.0
1592550385.521,1.0
1592550385.552,1.0
1592550386.53,1.0
1592550386.57,1.0
1592550388.522,1.0
1592550388.562,1.0
1592550389.512,1.0
1592550389.55,1.0
1592550390.501,1.0
1592550390.579,1.0
1592550391.522,1.0
1592550391.554,1.0
1592550392.52,1.0
1592550392.556,1.0
1592550393.507,1.0
1592550393.537,1.0
1592550395.517,1.0
1592550395.556,1.0
1592550396.509,1.0
1592550396.542,1.0
1592550397.509,1.0
1592550397.551,1.0
1592550400.513,1.0
1592550400.541,1.0
1592550401.503,1.0
1592550401.548,1.0
1592550402.522,1.0
1592550402.566,1.0
1592550403.533,1.0
1592550403.593,1.0
1592550404.522,1.0
1592550404.563,1.0
1592550405.535,1.0
1592550405.574,1.0
1592550408.534,1.0
1592550408.583,1.0
1592550409.558,1.0
1592550409.585,1.0
1592550411.527,1.0
1592550411.573,1.0
1592550412.53,1.0
1592550412.581,1.0
1592550413.533,1.0
1592550413.592,1.0
1592550415.545,1.0
1592550415.586,1.0
1592550416.527,1.0
1592550416.579,1.0
1592550418.53,1.0
1592550418.578,1.0
1592550421.522,1.0
1592550421.565,1.0
1592550422.522,1.0
1592550422.569,1.0
1592550423.522,1.0
1592550423.565,1.0
1592550424.514,1.0
1592550424.555,1.0
1592550427.518,1.0
1592550427.558,1.0
1592550428.544,1.0
1592550428.58,1.0
1592550429.559,1.0
1592550429.614,1.0
1592550430.559,1.0
1592550430.604,1.0
1592550431.538,1.0
1592550431.617,1.0
1592550432.557,1.0
1592550432.599,1.0
1592550433.525,1.0
1592550433.596,1.0
1592550434.531,1.0
1592550434.569,1.0
1592550435.507,1.0
1592550435.556,1.0
1592550436.524,1.0
1592550436.562,1.0
1592550437.523,1.0
1592550437.579,1.0
1592550438.526,1.0
1592550438.563,1.0
1592550439.54,1.0
1592550439.578,1.0
1592550440.542,1.0
1592550440.595,1.0
1592550441.535,1.0
1592550441.567,1.0
1592550442.535,1.0
1592550442.578,1.0
1592550443.507,1.0
1592550443.543,1.0
1592550444.523,1.0
1592550444.587,1.0
1592550445.527,1.0
1592550445.596,1.0
1592550446.517,1.0
1592550446.566,1.0
1592550449.509,1.0
1592550449.559,1.0
1592550450.517,1.0
1592550450.562,1.0
1592550451.537,1.0
1592550451.586,1.0
1592550452.518,1.0
1592550452.551,1.0
1592550453.527,1.0
1592550453.564,1.0
1592550454.532,1.0
1592550454.582,1.0
1592550455.516,1.0
1592550455.567,1.0
1592550456.51,1.0
1592550456.574,1.0
1592550459.528,1.0
1592550459.578,1.0
1592550460.52,1.0
1592550460.567,1.0
1592550461.525,1.0
1592550461.568,1.0
1592550462.566,1.0
1592550462.618,1.0
1592550463.54,1.0
1592550463.6,1.0
1592550465.507,1.0
1592550465.574,1.0
1592550466.527,1.0
1592550466.581,1.0
1592550467.568,1.0
1592550467.611,1.0
1592550468.534,1.0
1592550468.563,1.0
1592550470.575,1.0
1592550470.623,1.0
1592550471.588,1.0
1592550471.653,1.0
1592550472.573,1.0
1592550472.632,1.0
1592550473.527,1.0
1592550473.572,1.0
1592550475.538,1.0
1592550475.61,1.0
1592550477.536,1.0
1592550477.589,1.0
1592550478.52,1.0
1592550478.575,1.0
1592550479.532,1.0
1592550479.6,1.0
1592550482.477,1.0
1592550482.572,1.0
1592550485.272,1.0
1592550485.313,1.0
1592550485.344,1.0
1592550485.389,1.0
1592550485.432,1.0
1592550485.46,1.0
1592550486.52,1.0
1592550486.559,1.0
1592550488.543,1.0
1592550488.609,1.0
1592550489.542,1.0
1592550489.602,1.0
1592550490.531,1.0
1592550490.59,1.0
1592550491.53,1.0
1592550491.607,1.0
1592550497.596,1.0
1592550497.655,1.0
1592550498.529,1.0
1592550498.568,1.0
1592550499.514,1.0
1592550499.569,1.0
1592550500.533,1.0
1592550500.589,1.0
1592550501.517,1.0
1592550501.564,1.0
1592550502.962,1.0
1592550502.997,1.0
1592550503.542,1.0
1592550503.593,1.0
1592550504.523,1.0
1592550504.556,1.0
1592550505.523,1.0
1592550505.594,1.0
1592550506.532,1.0
1592550506.576,1.0
1592550507.53,1.0
1592550507.579,1.0
1592550508.542,1.0
1592550508.597,1.0
1592550509.559,1.0
1592550509.63,1.0
1592550510.529,1.0
1592550510.566,1.0
1592550511.519,1.0
1592550511.568,1.0
1592550512.52,1.0
1592550512.578,1.0
1592550513.715,1.0
1592550513.752,1.0
1592550514.538,1.0
1592550514.582,1.0
1592550515.541,1.0
1592550515.579,1.0
1592550516.532,1.0
1592550516.575,1.0
1592550517.514,1.0
1592550517.559,1.0
1592550518.521,1.0
1592550518.558,1.0
1592550519.549,1.0
1592550519.604,1.0
1592550520.535,1.0
1592550520.582,1.0
1592550521.54,1.0
1592550521.581,1.0
1592550522.522,1.0
1592550522.581,1.0
1592550523.519,1.0
1592550523.576,1.0
1592550524.526,1.0
1592550524.573,1.0
1592550527.543,1.0
1592550527.586,1.0
1592550528.547,1.0
1592550528.608,1.0
1592550529.519,1.0
1592550529.574,1.0
1592550530.533,1.0
1592550530.566,1.0
1592550531.55,1.0
1592550531.599,1.0
1592550533.527,1.0
1592550533.57,1.0
1592550534.525,1.0
1592550534.566,1.0
1592550535.535,1.0
1592550535.572,1.0
1592550536.575,1.0
1592550536.618,1.0
1592550537.559,1.0
1592550537.597,1.0
1592550538.534,1.0
1592550538.631,1.0
1592550539.536,1.0
1592550539.609,1.0
1592550540.973,1.0
1592550541.074,1.0
1592550541.555,1.0
1592550541.627,1.0
1592550542.525,1.0
1592550542.585,1.0
1592550543.517,1.0
1592550543.55,1.0
1592550544.54,1.0
1592550544.581,1.0
1592550545.566,1.0
1592550545.612,1.0
1592550546.555,1.0
1592550546.624,1.0
1592550547.541,1.0
1592550547.769,1.0
1592550548.564,1.0
1592550548.647,1.0
1592550549.532,1.0
1592550549.596,1.0
1592550550.531,1.0
1592550550.595,1.0
1592550551.52,1.0
1592550551.596,1.0
1592550552.525,1.0
1592550552.578,1.0
1592550553.533,1.0
1592550553.576,1.0
1592550554.546,1.0
1592550554.625,1.0
1592550555.533,1.0
1592550555.576,1.0
1592550556.52,1.0
1592550556.561,1.0
1592550557.507,1.0
1592550557.554,1.0
1592550558.533,1.0
1592550558.574,1.0
1592550559.543,1.0
1592550559.618,1.0
1592550560.507,1.0
1592550560.586,1.0
1592550561.541,1.0
1592550561.599,1.0
1592550562.533,1.0
1592550562.679,1.0
1592550564.569,1.0
1592550564.633,1.0
1592550565.556,1.0
1592550565.659,1.0
1592550566.611,1.0
1592550566.746,1.0
1592550567.582,1.0
1592550567.642,1.0
1592550568.546,1.0
1592550568.603,1.0
1592550569.533,1.0
1592550569.738,1.0
1592550570.572,1.0
1592550570.688,1.0
1592550571.52,1.0
1592550571.58,1.0
1592550572.562,1.0
1592550572.65,1.0
1592550573.545,1.0
1592550573.635,1.0
1592550574.508,1.0
1592550574.58,1.0
1592550575.554,1.0
1592550575.59,1.0
1592550576.53,1.0
1592550576.572,1.0
1592550577.524,1.0
1592550577.563,1.0
1592550578.52,1.0
1592550578.551,1.0
1592550579.531,1.0
1592550579.578,1.0
1592550580.508,1.0
1592550580.562,1.0
1592550581.512,1.0
1592550581.715,1.0
1592550582.523,1.0
1592550582.562,1.0
1592550583.524,1.0
1592550583.582,1.0
1592550584.562,1.0
1592550584.628,1.0
1592550585.523,1.0
1592550585.558,1.0
1592550586.515,1.0
1592550586.556,1.0
1592550587.513,1.0
1592550587.557,1.0
1592550588.531,1.0
1592550588.581,1.0
1592550589.533,1.0
1592550589.577,1.0
1592550590.53,1.0
1592550590.587,1.0
1592550591.517,1.0
1592550591.564,1.0
1592550592.516,1.0
1592550592.556,1.0
1592550593.515,1.0
