time,double_latitude
1591115128.753,1.0
1591115128.804,1.0
1591115128.84,1.0
1591115144.139,1.0
1591116344.915,1.0
1591116344.961,1.0
1591116344.985,1.0
1591116345.024,1.0
1591116346.708,1.0
1591117778.671,1.0
1591117780.288,1.0
1591118728.836,1.0
1591118728.882,1.0
1591118728.911,1.0
1591118728.955,1.0
1591118731.319,1.0
1591119940.827,1.0
1591119940.963,1.0
1591119940.987,1.0
1591119941.042,1.0
1591119942.959,1.0
1591121165.951,1.0
1591121165.988,1.0
1591121166.006,1.0
1591121166.059,1.0
1591121167.687,1.0
1591122564.894,1.0
1591122564.976,1.0
1591122565.002,1.0
1591122565.059,1.0
1591122566.77,1.0
1591123641.842,1.0
1591123641.903,1.0
1591123641.983,1.0
1591123643.741,1.0
1591124791.852,1.0
1591124792.008,1.0
1591124792.03,1.0
1591124792.066,1.0
1591124793.681,1.0
1591125939.833,1.0
1591125940.02,1.0
1591125940.132,1.0
1591125941.965,1.0
1591127137.82,1.0
1591127137.943,1.0
1591127137.994,1.0
1591127138.065,1.0
1591127140.332,1.0
1591128331.822,1.0
1591128331.848,1.0
1591128331.888,1.0
1591128333.499,1.0
1591129592.909,1.0
1591129592.994,1.0
1591129593.024,1.0
1591129593.087,1.0
1591129594.933,1.0
1591130739.84,1.0
1591130739.98,1.0
1591130740.199,1.0
1591130742.14,1.0
1591131933.015,1.0
1591131933.092,1.0
1591131933.117,1.0
1591131933.178,1.0
1591131935.149,1.0
1591133269.006,1.0
1591133269.168,1.0
1591133269.206,1.0
1591133269.269,1.0
1591133271.175,1.0
1591134578.344,1.0
1591134580.255,1.0
1591135568.868,1.0
1591135568.991,1.0
1591135569.036,1.0
1591135569.088,1.0
1591135570.881,1.0
1591136839.07,1.0
1591136839.199,1.0
1591136839.228,1.0
1591136839.333,1.0
1591136841.168,1.0
1591137992.825,1.0
1591137992.924,1.0
1591137993.086,1.0
1591137994.738,1.0
1591139151.828,1.0
1591139151.935,1.0
1591139151.953,1.0
1591139152.03,1.0
1591139153.771,1.0
1591140341.829,1.0
1591140341.863,1.0
1591140341.905,1.0
1591140343.477,1.0
1591141532.819,1.0
1591141532.85,1.0
1591141532.87,1.0
1591141532.925,1.0
1591141534.542,1.0
1591142876.827,1.0
1591142877.0,1.0
1591142877.021,1.0
1591142877.054,1.0
1591142878.641,1.0
1591144026.834,1.0
1591144026.977,1.0
1591144027.042,1.0
1591144028.633,1.0
1591145378.257,1.0
1591145379.86,1.0
1591146578.266,1.0
1591146579.873,1.0
1591147778.274,1.0
1591147779.95,1.0
1591148978.327,1.0
1591148980.272,1.0
1591149984.847,1.0
1591149984.929,1.0
1591149984.953,1.0
1591149984.984,1.0
1591149986.572,1.0
1591151267.817,1.0
1591151267.848,1.0
1591151267.876,1.0
1591151267.912,1.0
1591151269.5,1.0
1591152578.286,1.0
1591152579.964,1.0
1591153692.815,1.0
1591153692.987,1.0
1591153693.006,1.0
1591153693.037,1.0
1591153694.617,1.0
1591154978.322,1.0
1591154980.099,1.0
1591155670.835,1.0
1591155670.925,1.0
1591155670.947,1.0
1591155679.814,1.0
1591155679.947,1.0
1591155731.829,1.0
1591155733.612,1.0
1591157126.138,1.0
1591157127.795,1.0
1591158326.227,1.0
1591158327.818,1.0
1591158762.832,1.0
1591158762.871,1.0
1591158762.891,1.0
1591158763.814,1.0
1591158763.841,1.0
1591158823.82,1.0
1591158825.41,1.0
1591159562.825,1.0
1591159562.905,1.0
1591159565.816,1.0
1591159565.848,1.0
1591159623.83,1.0
1591159625.457,1.0
1591160843.813,1.0
1591160843.856,1.0
1591160843.88,1.0
1591160843.924,1.0
1591160845.572,1.0
1591162218.11,1.0
1591162219.727,1.0
1591163505.859,1.0
1591163505.954,1.0
1591163505.979,1.0
1591163506.016,1.0
1591163507.639,1.0
1591164633.889,1.0
1591164633.963,1.0
1591164634.033,1.0
1591164635.647,1.0
1591166073.586,1.0
1591166075.599,1.0
1591167086.808,1.0
1591167087.052,1.0
1591167087.075,1.0
1591167087.121,1.0
1591167088.876,1.0
1591167624.829,1.0
1591167624.905,1.0
1591167641.804,1.0
1591167641.843,1.0
1591167685.811,1.0
1591167687.441,1.0
1591169043.827,1.0
1591169043.926,1.0
1591169043.989,1.0
1591169044.021,1.0
1591169045.631,1.0
1591169820.796,1.0
1591169820.835,1.0
1591169821.801,1.0
1591169821.837,1.0
1591169881.996,1.0
1591169883.996,1.0
1591170800.62,1.0
1591172546.044,1.0
1591172554.828,1.0
1591172554.916,1.0
1591172554.945,1.0
1591172554.981,1.0
1591172555.092,1.0
1591173778.542,1.0
1591173778.756,1.0
1591173778.862,1.0
1591173778.917,1.0
1591173780.456,1.0
1591174967.827,1.0
1591174967.872,1.0
1591174967.917,1.0
1591174969.663,1.0
1591176401.368,1.0
1591176401.698,1.0
1591176401.853,1.0
1591176402.22,1.0
1591176404.277,1.0
1591177371.789,1.0
1591177371.922,1.0
1591177371.978,1.0
1591177373.81,1.0
1591178698.814,1.0
1591178698.872,1.0
1591178698.902,1.0
1591178698.985,1.0
1591178700.84,1.0
1591180009.622,1.0
1591180011.548,1.0
1591181199.881,1.0
1591181201.842,1.0
1591182238.795,1.0
1591182238.927,1.0
1591182238.988,1.0
1591182239.049,1.0
1591182240.759,1.0
1591183371.789,1.0
1591183371.83,1.0
1591183371.884,1.0
1591183373.596,1.0
1591184801.896,1.0
1591184803.696,1.0
1591185799.448,1.0
1591185799.481,1.0
1591185799.504,1.0
1591185799.561,1.0
1591185801.322,1.0
1591187032.752,1.0
1591187032.96,1.0
1591187032.99,1.0
1591187033.03,1.0
1591187034.866,1.0
1591188263.767,1.0
1591188263.821,1.0
1591188263.866,1.0
1591188263.91,1.0
1591188265.637,1.0
1591189599.756,1.0
1591189601.439,1.0
1591190799.755,1.0
1591190801.44,1.0
1591191999.766,1.0
1591192001.376,1.0
1591193199.823,1.0
1591193201.587,1.0
1591194210.767,1.0
1591194210.878,1.0
1591194210.926,1.0
1591194210.971,1.0
1591194212.623,1.0
1591195351.064,1.0
1591195351.098,1.0
1591195351.144,1.0
1591195352.788,1.0
1591196550.096,1.0
1591196550.133,1.0
1591196550.156,1.0
1591196550.2,1.0
1591196552.397,1.0
1591197749.057,1.0
1591197749.106,1.0
1591197749.15,1.0
1591197750.794,1.0
1591198950.065,1.0
1591198950.146,1.0
1591198950.167,1.0
1591198950.219,1.0
1591198952.025,1.0
1591200399.993,1.0
1591200401.861,1.0
1591201599.885,1.0
1591201601.91,1.0
1591202738.927,1.0
1591202739.055,1.0
1591202739.139,1.0
1591202739.26,1.0
1591202740.853,1.0
1591203448.291,1.0
1591203450.207,1.0
1591204648.25,1.0
1591204649.88,1.0
1591205848.319,1.0
1591205849.994,1.0
1591207048.285,1.0
1591207049.983,1.0
1591208248.244,1.0
1591208250.099,1.0
1591209449.341,1.0
1591209450.978,1.0
1591210432.967,1.0
1591210433.001,1.0
1591210433.025,1.0
1591210433.066,1.0
1591210434.783,1.0
1591211601.961,1.0
1591211602.15,1.0
1591211602.558,1.0
1591211604.481,1.0
1591212796.914,1.0
1591212796.954,1.0
1591212797.001,1.0
1591212797.081,1.0
1591212798.865,1.0
1591214248.231,1.0
1591214249.883,1.0
1591215210.887,1.0
1591215210.918,1.0
1591215210.938,1.0
1591215210.978,1.0
1591215232.645,1.0
1591216405.893,1.0
1591216406.084,1.0
1591216406.132,1.0
1591216407.972,1.0
1591217709.947,1.0
1591217710.093,1.0
1591217710.13,1.0
1591217710.176,1.0
1591217712.034,1.0
1591219048.348,1.0
1591219050.275,1.0
1591220248.313,1.0
1591220249.974,1.0
1591221448.344,1.0
1591221449.842,1.0
1591222648.372,1.0
1591222649.953,1.0
1591223848.27,1.0
1591223849.944,1.0
1591224974.911,1.0
1591224975.042,1.0
1591224975.072,1.0
1591224975.102,1.0
1591224976.82,1.0
1591226035.874,1.0
1591226035.943,1.0
1591226036.0,1.0
1591226037.694,1.0
1591227448.211,1.0
1591227449.839,1.0
1591228488.891,1.0
1591228488.941,1.0
1591228488.966,1.0
1591228489.015,1.0
1591228490.628,1.0
1591229848.252,1.0
1591229849.869,1.0
1591231048.227,1.0
1591231049.86,1.0
1591232248.252,1.0
1591232249.927,1.0
1591233448.229,1.0
1591233449.914,1.0
1591234648.414,1.0
1591234650.095,1.0
1591235848.246,1.0
1591235849.896,1.0
1591236933.891,1.0
1591236933.974,1.0
1591236934.007,1.0
1591236934.044,1.0
1591236935.652,1.0
1591238248.248,1.0
1591238249.885,1.0
1591239448.214,1.0
1591239449.864,1.0
1591240648.261,1.0
1591240649.959,1.0
1591241614.912,1.0
1591241615.042,1.0
1591241615.081,1.0
1591241615.122,1.0
1591241616.743,1.0
1591242954.901,1.0
1591242954.952,1.0
1591242954.98,1.0
1591242955.021,1.0
1591242956.709,1.0
1591244049.901,1.0
1591244049.948,1.0
1591244049.99,1.0
1591244051.628,1.0
1591244083.899,1.0
1591244083.928,1.0
1591244084.901,1.0
1591244084.932,1.0
1591244144.91,1.0
1591244146.533,1.0
1591244492.334,1.0
1591247664.817,1.0
1591247665.884,1.0
1591247665.913,1.0
1591247665.942,1.0
1591247665.981,1.0
1591247683.522,1.0
1591248635.913,1.0
1591248635.945,1.0
1591248635.995,1.0
1591248637.632,1.0
1591250076.073,1.0
1591250077.71,1.0
1591251276.028,1.0
1591251277.654,1.0
1591251346.939,1.0
1591251346.977,1.0
1591251347.002,1.0
1591251347.041,1.0
1591251348.666,1.0
1591252486.826,1.0
1591252488.811,1.0
1591253554.933,1.0
1591253555.081,1.0
1591253555.125,1.0
1591253555.177,1.0
1591253557.033,1.0
1591254887.252,1.0
1591254889.385,1.0
1591256087.181,1.0
1591256087.466,1.0
1591257064.075,1.0
1591257064.142,1.0
1591257064.285,1.0
1591257064.364,1.0
1591257065.743,1.0
1591258487.188,1.0
1591258488.84,1.0
1591259687.128,1.0
1591259688.864,1.0
1591260887.126,1.0
1591260888.728,1.0
1591261478.416,1.0
1591261672.62,1.0
1591261906.066,1.0
1591261907.735,1.0
1591262928.901,1.0
1591262929.042,1.0
1591262929.066,1.0
1591262929.119,1.0
1591262930.734,1.0
1591264306.37,1.0
1591264308.088,1.0
1591265506.386,1.0
1591265508.101,1.0
1591266706.572,1.0
1591266708.187,1.0
1591267906.348,1.0
1591267908.127,1.0
1591269106.451,1.0
1591269108.272,1.0
1591270306.374,1.0
1591270308.128,1.0
1591271506.461,1.0
1591271508.29,1.0
1591272706.335,1.0
1591272708.054,1.0
1591273906.399,1.0
1591273906.977,1.0
1591274861.786,1.0
1591274862.127,1.0
1591275119.561,1.0
1591275121.281,1.0
1591276095.92,1.0
1591276096.057,1.0
1591276096.077,1.0
1591276096.115,1.0
1591276097.748,1.0
1591277314.897,1.0
1591277314.964,1.0
1591277314.989,1.0
1591277315.027,1.0
1591277316.661,1.0
1591278517.91,1.0
1591278518.09,1.0
1591278518.17,1.0
1591278518.228,1.0
1591278519.894,1.0
1591279919.849,1.0
1591279921.461,1.0
1591281119.841,1.0
1591281121.499,1.0
1591282319.894,1.0
1591282322.136,1.0
1591283519.992,1.0
1591283520.163,1.0
1591283520.192,1.0
1591283520.239,1.0
1591283522.325,1.0
1591284719.98,1.0
1591284721.889,1.0
1591285920.12,1.0
1591285921.962,1.0
1591286908.033,1.0
1591286908.11,1.0
1591286908.153,1.0
1591286908.212,1.0
1591286909.912,1.0
1591287141.474,1.0
1591287569.244,1.0
1591287586.596,1.0
1591287586.644,1.0
1591287586.718,1.0
1591287599.738,1.0
1591288884.241,1.0
1591288884.295,1.0
1591288884.344,1.0
1591288884.414,1.0
1591288886.311,1.0
1591290016.01,1.0
1591290016.057,1.0
1591290016.101,1.0
1591290018.019,1.0
1591291285.019,1.0
1591291285.066,1.0
1591291285.098,1.0
1591291285.135,1.0
1591291286.756,1.0
1591292614.025,1.0
1591292614.239,1.0
1591292614.262,1.0
1591292614.303,1.0
1591292615.907,1.0
1591293592.036,1.0
1591293592.233,1.0
1591293592.339,1.0
1591293594.449,1.0
1591294816.045,1.0
1591294816.086,1.0
1591294816.109,1.0
1591294816.154,1.0
1591294817.8,1.0
1591296021.04,1.0
1591296021.249,1.0
1591296021.311,1.0
1591296021.45,1.0
1591296045.903,1.0
1591297215.023,1.0
1591297215.161,1.0
1591297215.302,1.0
1591297217.131,1.0
1591298619.292,1.0
1591298621.391,1.0
1591299819.246,1.0
1591299820.911,1.0
1591300958.013,1.0
1591300958.093,1.0
1591300958.122,1.0
1591300958.163,1.0
1591300959.852,1.0
1591302036.007,1.0
1591302036.047,1.0
1591302036.098,1.0
1591302037.684,1.0
1591303181.047,1.0
1591303181.242,1.0
1591303181.333,1.0
1591303181.367,1.0
1591303182.969,1.0
1591304456.016,1.0
1591304456.165,1.0
1591304456.283,1.0
1591304456.412,1.0
1591304478.24,1.0
1591305819.601,1.0
1591305821.593,1.0
1591307019.346,1.0
1591307021.37,1.0
1591308219.293,1.0
1591308221.29,1.0
1591309335.98,1.0
1591309336.128,1.0
1591309336.153,1.0
1591309336.197,1.0
1591309337.81,1.0
1591310619.393,1.0
1591310621.483,1.0
1591311819.213,1.0
1591311820.862,1.0
1591312878.976,1.0
1591312879.098,1.0
1591312879.169,1.0
1591312879.237,1.0
1591312880.926,1.0
1591314020.98,1.0
1591314021.065,1.0
1591314021.117,1.0
1591314022.738,1.0
1591315419.327,1.0
1591315421.108,1.0
1591316619.219,1.0
1591316620.844,1.0
1591317819.252,1.0
1591317820.921,1.0
1591319019.196,1.0
1591319020.832,1.0
1591320037.433,1.0
1591320037.486,1.0
1591320037.511,1.0
1591320038.009,1.0
1591320039.632,1.0
1591321419.39,1.0
1591321421.04,1.0
1591322497.952,1.0
1591322498.293,1.0
1591322498.312,1.0
1591322498.335,1.0
1591322499.979,1.0
1591323624.968,1.0
1591323625.113,1.0
1591323625.159,1.0
1591323626.807,1.0
1591325019.213,1.0
1591325020.963,1.0
1591326219.258,1.0
1591326221.304,1.0
1591327215.948,1.0
1591327216.043,1.0
1591327216.075,1.0
1591327216.126,1.0
1591327217.894,1.0
1591328457.943,1.0
1591328458.044,1.0
1591328458.077,1.0
1591328458.132,1.0
1591328459.813,1.0
1591329615.098,1.0
1591329615.191,1.0
1591329615.301,1.0
1591329617.167,1.0
1591331007.947,1.0
1591331008.075,1.0
1591331008.098,1.0
1591331008.134,1.0
1591331009.806,1.0
1591332219.255,1.0
1591332220.918,1.0
1591333419.214,1.0
1591333420.827,1.0
1591334404.941,1.0
1591334404.985,1.0
1591334405.008,1.0
1591334405.935,1.0
1591334405.977,1.0
1591334465.951,1.0
1591334467.585,1.0
1591335860.283,1.0
1591335861.987,1.0
1591337060.278,1.0
1591337061.894,1.0
1591338102.948,1.0
1591338103.007,1.0
1591338103.037,1.0
1591338103.094,1.0
1591338104.707,1.0
1591339196.998,1.0
1591339197.062,1.0
1591339203.338,1.0
1591339203.365,1.0
1591339257.974,1.0
1591339259.616,1.0
1591340234.974,1.0
1591340235.223,1.0
1591340235.331,1.0
1591340238.948,1.0
1591340239.022,1.0
1591340295.932,1.0
1591340297.927,1.0
1591341449.95,1.0
1591341450.106,1.0
1591341450.133,1.0
1591341450.168,1.0
1591341452.075,1.0
1591342648.938,1.0
1591342649.006,1.0
1591342649.088,1.0
1591342651.104,1.0
1591343922.958,1.0
1591343923.056,1.0
1591343923.241,1.0
1591343923.264,1.0
1591343924.866,1.0
1591345180.927,1.0
1591345181.015,1.0
1591345181.164,1.0
1591345181.335,1.0
1591345183.02,1.0
1591346252.911,1.0
1591346252.967,1.0
1591346253.02,1.0
1591346254.641,1.0
1591347510.944,1.0
1591347511.095,1.0
1591347511.129,1.0
1591347511.191,1.0
1591347512.99,1.0
1591348890.387,1.0
1591348892.214,1.0
1591349851.937,1.0
1591349852.114,1.0
1591349852.141,1.0
1591349852.234,1.0
1591349853.922,1.0
1591351064.926,1.0
1591351065.03,1.0
1591351065.087,1.0
1591351065.146,1.0
1591351067.037,1.0
1591352466.928,1.0
1591352467.02,1.0
1591352467.059,1.0
1591352467.101,1.0
1591352468.757,1.0
1591353026.104,1.0
1591353587.182,1.0
1591353594.926,1.0
1591353594.975,1.0
1591353595.048,1.0
1591353601.672,1.0
1591355032.063,1.0
1591355034.119,1.0
1591356232.096,1.0
1591356234.277,1.0
1591357302.936,1.0
1591357303.089,1.0
1591357303.111,1.0
1591357303.162,1.0
1591357304.771,1.0
1591358408.918,1.0
1591358408.954,1.0
1591358409.024,1.0
1591358410.626,1.0
1591359637.926,1.0
1591359638.006,1.0
1591359638.059,1.0
1591359638.114,1.0
1591359639.755,1.0
1591360800.917,1.0
1591360800.982,1.0
1591360801.03,1.0
1591360802.647,1.0
1591362009.926,1.0
1591362009.987,1.0
1591362010.032,1.0
1591362010.081,1.0
1591362011.707,1.0
1591363420.944,1.0
1591363421.076,1.0
1591363421.127,1.0
1591363421.179,1.0
1591363423.047,1.0
1591364632.102,1.0
1591364633.729,1.0
1591365832.115,1.0
1591365834.049,1.0
1591367032.108,1.0
1591367033.727,1.0
1591368232.161,1.0
1591368233.912,1.0
1591369425.931,1.0
1591369425.974,1.0
1591369426.01,1.0
1591369426.105,1.0
1591369427.883,1.0
1591370632.103,1.0
1591370634.382,1.0
1591371580.917,1.0
1591371580.968,1.0
1591371580.993,1.0
1591371581.035,1.0
1591371584.904,1.0
1591372779.91,1.0
1591372779.982,1.0
1591372780.052,1.0
1591372781.856,1.0
1591374232.128,1.0
1591374234.086,1.0
1591375432.061,1.0
1591375433.87,1.0
1591376381.924,1.0
1591376381.973,1.0
1591376382.007,1.0
1591376382.05,1.0
1591376383.662,1.0
1591377832.107,1.0
1591377834.042,1.0
1591378779.917,1.0
1591378779.974,1.0
1591378779.998,1.0
1591378780.106,1.0
1591378782.155,1.0
1591379980.176,1.0
1591379980.306,1.0
1591379980.384,1.0
1591379980.446,1.0
1591379982.663,1.0
1591381342.919,1.0
1591381343.069,1.0
1591381343.099,1.0
1591381343.151,1.0
1591381345.055,1.0
1591382445.892,1.0
1591382445.949,1.0
1591382446.017,1.0
1591382446.11,1.0
1591383832.129,1.0
1591383833.957,1.0
1591385032.319,1.0
1591385034.207,1.0
1591385994.915,1.0
1591385994.979,1.0
1591385995.021,1.0
1591385995.071,1.0
1591385996.771,1.0
1591387193.905,1.0
1591387193.999,1.0
1591387194.091,1.0
1591387196.146,1.0
1591388632.05,1.0
1591388633.829,1.0
1591389832.156,1.0
1591389833.761,1.0
1591391032.247,1.0
1591391033.867,1.0
1591392232.211,1.0
1591392234.239,1.0
1591393433.666,1.0
1591393435.739,1.0
1591394632.173,1.0
1591394633.952,1.0
1591395832.058,1.0
1591395833.837,1.0
1591397032.251,1.0
1591397034.256,1.0
1591398232.141,1.0
1591398233.919,1.0
1591399298.908,1.0
1591399299.041,1.0
1591399299.111,1.0
1591399299.252,1.0
1591399300.872,1.0
1591400455.871,1.0
1591400455.914,1.0
1591400455.966,1.0
1591400457.564,1.0
1591401832.052,1.0
1591401833.733,1.0
1591403032.031,1.0
1591403033.662,1.0
1591404232.031,1.0
1591404233.729,1.0
1591405432.038,1.0
1591405433.835,1.0
1591406632.089,1.0
1591406634.015,1.0
1591407705.887,1.0
1591407705.956,1.0
1591407705.979,1.0
1591407706.027,1.0
1591407707.663,1.0
1591409032.053,1.0
1591409033.67,1.0
1591410232.06,1.0
1591410233.676,1.0
1591411432.209,1.0
1591411433.808,1.0
1591412632.037,1.0
1591412633.657,1.0
1591413832.047,1.0
1591413833.803,1.0
1591415032.058,1.0
1591415033.647,1.0
1591415785.189,1.0
1591415786.79,1.0
1591416985.478,1.0
1591416987.073,1.0
1591417038.892,1.0
1591417038.978,1.0
1591417039.007,1.0
1591417294.133,1.0
1591417295.763,1.0
1591418397.869,1.0
1591418397.913,1.0
1591418397.965,1.0
1591418398.003,1.0
1591418399.595,1.0
1591419691.867,1.0
1591419691.911,1.0
1591419691.942,1.0
1591419692.003,1.0
1591419693.592,1.0
1591420030.89,1.0
1591420030.92,1.0
1591420285.9,1.0
1591420287.477,1.0
1591421486.219,1.0
1591421487.804,1.0
1591422686.209,1.0
1591422687.887,1.0
1591423660.858,1.0
1591423661.022,1.0
1591423661.054,1.0
1591423661.119,1.0
1591423662.973,1.0
1591425050.878,1.0
1591425051.026,1.0
1591425051.225,1.0
1591425051.314,1.0
1591425053.143,1.0
1591425451.849,1.0
1591425451.961,1.0
1591425512.861,1.0
1591425514.488,1.0
1591426695.881,1.0
1591426696.049,1.0
1591426696.084,1.0
1591426696.159,1.0
1591426698.148,1.0
1591427986.849,1.0
1591427986.974,1.0
1591427987.003,1.0
1591427987.107,1.0
1591427988.747,1.0
1591429058.856,1.0
1591429058.939,1.0
1591429059.0,1.0
1591429060.868,1.0
1591430260.865,1.0
1591430260.93,1.0
1591430261.04,1.0
1591430261.107,1.0
1591430262.936,1.0
1591431639.87,1.0
1591431639.901,1.0
1591431639.921,1.0
1591431639.963,1.0
1591431641.613,1.0
1591432674.859,1.0
1591432675.043,1.0
1591432675.11,1.0
1591432676.76,1.0
1591434107.305,1.0
1591434109.305,1.0
1591435307.286,1.0
1591435308.949,1.0
1591436507.221,1.0
1591436509.006,1.0
1591437707.229,1.0
1591437708.938,1.0
1591438708.856,1.0
1591438708.975,1.0
1591438709.001,1.0
1591438709.049,1.0
1591438710.691,1.0
1591439980.844,1.0
1591439980.879,1.0
1591439980.908,1.0
1591439980.965,1.0
1591439982.687,1.0
1591441094.834,1.0
1591441094.863,1.0
1591441094.92,1.0
1591441096.834,1.0
1591442260.848,1.0
1591442260.894,1.0
1591442260.932,1.0
1591442260.974,1.0
1591442262.606,1.0
1591443458.848,1.0
1591443458.882,1.0
1591443458.938,1.0
1591443460.555,1.0
1591444665.852,1.0
1591444665.964,1.0
1591444666.129,1.0
1591444666.185,1.0
1591444667.86,1.0
1591445876.839,1.0
1591445876.925,1.0
1591445876.988,1.0
1591445877.042,1.0
1591445878.647,1.0
1591447307.302,1.0
1591447309.712,1.0
1591448293.848,1.0
1591448293.892,1.0
1591448293.972,1.0
1591448294.026,1.0
1591448295.655,1.0
1591449512.851,1.0
1591449512.978,1.0
1591449513.0,1.0
1591449513.047,1.0
1591449514.734,1.0
1591450665.849,1.0
1591450666.011,1.0
1591450666.079,1.0
1591450667.75,1.0
1591451906.874,1.0
1591451907.046,1.0
1591451907.164,1.0
1591451907.226,1.0
1591451908.986,1.0
1591453213.836,1.0
1591453214.0,1.0
1591453214.024,1.0
1591453214.07,1.0
1591453215.728,1.0
1591454481.862,1.0
1591454481.906,1.0
1591454481.94,1.0
1591454481.992,1.0
1591454483.619,1.0
1591455528.864,1.0
1591455528.977,1.0
1591455529.029,1.0
1591455530.884,1.0
1591456907.276,1.0
1591456908.981,1.0
1591458052.814,1.0
1591458052.947,1.0
1591458052.979,1.0
1591458053.019,1.0
1591458053.153,1.0
1591458218.842,1.0
1591458218.882,1.0
1591458219.803,1.0
1591458219.835,1.0
1591458220.821,1.0
1591458220.874,1.0
1591458221.848,1.0
1591458221.889,1.0
1591458222.853,1.0
1591458222.895,1.0
1591458225.846,1.0
1591458225.909,1.0
1591458226.814,1.0
1591458226.974,1.0
1591458227.832,1.0
1591458227.875,1.0
1591458228.831,1.0
1591458228.877,1.0
1591458229.838,1.0
1591458229.882,1.0
1591458230.835,1.0
1591458230.882,1.0
1591458231.836,1.0
1591458231.897,1.0
1591458232.833,1.0
1591458232.877,1.0
1591458233.826,1.0
1591458233.866,1.0
1591458234.828,1.0
1591458234.859,1.0
1591458235.85,1.0
1591458235.899,1.0
1591458236.845,1.0
1591458236.886,1.0
1591458237.817,1.0
1591458237.855,1.0
1591458238.84,1.0
1591458238.88,1.0
1591458239.841,1.0
1591458239.884,1.0
1591458240.824,1.0
1591458240.88,1.0
1591458241.816,1.0
1591458241.844,1.0
1591458242.857,1.0
1591458242.908,1.0
1591458243.864,1.0
1591458243.946,1.0
1591458244.814,1.0
1591458244.845,1.0
1591458246.833,1.0
1591458246.876,1.0
1591458247.823,1.0
1591458247.877,1.0
1591458248.833,1.0
1591458248.874,1.0
1591458249.836,1.0
1591458249.87,1.0
1591458250.844,1.0
1591458250.89,1.0
1591458251.823,1.0
1591458251.853,1.0
1591458252.832,1.0
1591458252.879,1.0
1591458253.839,1.0
