time,rssi
1593899512.542,-78
1593899512.542,-78
1593899512.542,-79
1593899512.542,-79
1593899512.542,-82
1593899512.542,-83
1593899512.542,-84
1593899767.63,0
1593900139.286,0
1593900456.108,0
1593900742.397,-67
1593900742.397,-68
1593900742.397,-68
1593900742.397,-72
1593900742.397,-74
1593900742.397,-75
1593900742.397,-76
1593900742.397,-77
1593900742.397,-78
1593900742.397,-78
1593900742.397,-78
1593900742.397,-79
1593900742.397,-79
1593900742.397,-79
1593900742.397,-80
1593900742.397,-80
1593900742.397,-84
1593900757.549,0
1593901168.367,0
1593901480.466,0
1593901743.913,0
1593902054.589,-68
1593902054.589,-70
1593902054.589,-71
1593902054.589,-73
1593902054.589,-73
1593902054.589,-74
1593902054.589,-74
1593902054.589,-75
1593902054.589,-75
1593902054.589,-76
1593902054.589,-79
1593902054.589,-79
1593902054.589,-79
1593902054.589,-79
1593902054.589,-81
1593902081.763,0
1593902402.969,0
1593902729.388,0
1593903150.423,-66
1593903150.423,-67
1593903150.423,-68
1593903150.423,-70
1593903150.423,-70
1593903150.423,-73
1593903150.423,-73
1593903150.423,-73
1593903150.423,-76
1593903150.423,-76
1593903150.423,-76
1593903150.423,-77
1593903150.423,-79
1593903150.423,-79
1593903150.423,-80
1593903150.423,-81
1593903150.423,-82
1593903150.423,-83
1593903150.423,-83
1593903179.878,0
1593903618.063,0
1593903703.915,0
1593903968.499,0
1593904329.413,-66
1593904329.413,-69
1593904329.413,-70
1593904329.413,-72
1593904329.413,-73
1593904329.413,-74
1593904329.413,-74
1593904329.413,-76
1593904329.413,-76
1593904329.413,-76
1593904329.413,-77
1593904329.413,-79
1593904329.413,-80
1593904329.413,-80
1593904329.413,-80
1593904329.413,-84
1593904339.873,0
1593904704.7,0
1593904979.978,0
1593905299.473,0
1593905506.479,-58
1593905506.479,-62
1593905506.479,-68
1593905506.479,-69
1593905506.479,-71
1593905506.479,-73
1593905506.479,-74
1593905506.479,-76
1593905506.479,-76
1593905506.479,-77
1593905506.479,-77
1593905506.479,-77
1593905506.479,-79
1593905506.479,-79
1593905506.479,-80
1593905506.479,-80
1593905506.479,-81
1593905506.479,-83
1593905506.479,-84
1593905545.987,0
1593905932.242,0
1593906171.362,0
1593906411.462,0
1593906710.305,-52
1593906710.305,-54
1593906710.305,-57
1593906710.305,-65
1593906710.305,-68
1593906710.305,-69
1593906710.305,-70
1593906710.305,-70
1593906710.305,-72
1593906710.305,-73
1593906710.305,-75
1593906710.305,-78
1593906710.305,-79
1593906710.305,-81
1593906710.305,-81
1593906710.305,-81
1593906710.305,-83
1593906732.565,0
1593906741.345,-57
1593906741.345,-57
1593906741.345,-58
1593906741.345,-66
1593906741.345,-69
1593906741.345,-70
1593906741.345,-70
1593906741.345,-70
1593906741.345,-72
1593906741.345,-75
1593906741.345,-75
1593906741.345,-75
1593906741.345,-76
1593906741.345,-76
1593906741.345,-77
1593906741.345,-77
1593906741.345,-80
1593906741.345,-80
1593906741.345,-80
1593907027.56,0
1593907377.918,0
1593907657.112,0
1593907974.34,0
1593908148.307,-45
1593908148.307,-47
1593908148.307,-63
1593908148.307,-65
1593908148.307,-65
1593908148.307,-69
1593908148.307,-71
1593908148.307,-72
1593908148.307,-73
1593908148.307,-74
1593908148.307,-74
1593908148.307,-75
1593908148.307,-77
1593908148.307,-77
1593908148.307,-78
1593908148.307,-78
1593908247.146,0
1593908466.466,-51
1593908466.466,-54
1593908466.466,-57
1593908466.466,-59
1593908466.466,-66
1593908466.466,-67
1593908466.466,-68
1593908466.466,-69
1593908466.466,-69
1593908466.466,-70
1593908466.466,-71
1593908466.466,-72
1593908466.466,-73
1593908466.466,-74
1593908466.466,-75
1593908466.466,-76
1593908466.466,-77
1593908466.466,-77
1593908466.466,-78
1593908466.466,-79
1593908466.466,-81
1593908466.466,-81
1593908466.466,-82
1593908466.466,-83
1593908466.466,-84
1593908466.466,-84
1593908466.466,-85
1593908537.485,0
1593909052.654,0
1593909140.567,-50
1593909140.567,-50
1593909140.567,-53
1593909140.567,-67
1593909140.567,-69
1593909140.567,-69
1593909140.567,-70
1593909140.567,-71
1593909140.567,-73
1593909140.567,-74
1593909140.567,-75
1593909140.567,-75
1593909140.567,-76
1593909140.567,-77
1593909140.567,-77
1593909140.567,-77
1593909140.567,-77
1593909140.567,-77
1593909140.567,-78
1593909140.567,-78
1593909140.567,-79
1593909140.567,-80
1593909140.567,-80
1593909140.567,-81
1593909191.575,-48
1593909191.575,-50
1593909191.575,-53
1593909191.575,-65
1593909191.575,-67
1593909191.575,-69
1593909191.575,-70
1593909191.575,-71
1593909191.575,-73
1593909191.575,-74
1593909191.575,-74
1593909191.575,-75
1593909191.575,-76
1593909191.575,-77
1593909191.575,-77
1593909191.575,-78
1593909191.575,-78
1593909191.575,-79
1593909191.575,-80
1593909191.575,-80
1593909191.575,-82
1593909191.575,-88
1593909353.103,0
1593909524.292,0
1593910109.646,0
1593910389.485,-46
1593910389.485,-53
1593910389.485,-56
1593910389.485,-66
1593910389.485,-68
1593910389.485,-70
1593910389.485,-73
1593910389.485,-73
1593910389.485,-73
1593910389.485,-74
1593910389.485,-75
1593910389.485,-75
1593910389.485,-76
1593910389.485,-76
1593910389.485,-76
1593910389.485,-77
1593910389.485,-78
1593910389.485,-78
1593910389.485,-79
1593910389.485,-80
1593910389.485,-80
1593910389.485,-80
1593910389.485,-80
1593910389.485,-81
1593910389.485,-85
1593910482.327,-46
1593910482.327,-51
1593910482.327,-55
1593910482.327,-65
1593910482.327,-68
1593910482.327,-71
1593910482.327,-72
1593910482.327,-73
1593910482.327,-73
1593910482.327,-74
1593910482.327,-74
1593910482.327,-75
1593910482.327,-75
1593910482.327,-76
1593910482.327,-77
1593910482.327,-77
1593910482.327,-78
1593910482.327,-80
1593910482.327,-80
1593910482.327,-82
1593910699.44,0
1593911081.235,0
1593911099.356,0
1593911441.476,0
1593911494.306,-51
1593911494.306,-55
1593911494.306,-71
1593911494.306,-72
1593911494.306,-73
1593911494.306,-74
1593911494.306,-74
1593911494.306,-75
1593911494.306,-75
1593911494.306,-75
1593911494.306,-75
1593911494.306,-75
1593911494.306,-76
1593911494.306,-76
1593911494.306,-76
1593911494.306,-76
1593911494.306,-76
1593911494.306,-77
1593911494.306,-79
1593911494.306,-80
1593911494.306,-81
1593912044.237,0
1593912065.594,0
1593912287.982,-51
1593912287.982,-55
1593912287.982,-56
1593912287.982,-65
1593912287.982,-69
1593912287.982,-70
1593912287.982,-72
1593912287.982,-73
1593912287.982,-73
1593912287.982,-74
1593912287.982,-76
1593912287.982,-77
1593912287.982,-77
1593912287.982,-77
1593912287.982,-78
1593912287.982,-78
1593912287.982,-79
1593912287.982,-79
1593912287.982,-79
1593912287.982,-80
1593912287.982,-80
1593912287.982,-82
1593912287.982,-85
1593912287.982,-85
1593912287.982,-86
1593912648.764,0
1593913368.858,0
1593913848.76,0
1593914448.781,0
1593915048.764,0
1593915648.77,0
1593915801.24,0
1593915803.117,-47
1593915803.117,-51
1593915803.117,-55
1593915803.117,-69
1593915803.117,-70
1593915803.117,-70
1593915803.117,-71
1593915803.117,-72
1593915803.117,-72
1593915803.117,-72
1593915803.117,-74
1593915803.117,-74
1593915803.117,-75
1593915803.117,-76
1593915803.117,-76
1593915803.117,-78
1593915803.117,-78
1593915803.117,-78
1593915803.117,-78
1593915803.117,-82
1593915884.406,-47
1593915884.406,-52
1593915884.406,-54
1593915884.406,-62
1593915884.406,-68
1593915884.406,-69
1593915884.406,-69
1593915884.406,-70
1593915884.406,-73
1593915884.406,-74
1593915884.406,-74
1593915884.406,-75
1593915884.406,-75
1593915884.406,-75
1593915884.406,-76
1593915884.406,-76
1593915884.406,-77
1593915884.406,-78
1593915884.406,-78
1593915884.406,-78
1593915884.406,-78
1593915884.406,-79
1593915884.406,-83
1593915884.406,-83
1593916699.44,0
1593917299.429,0
1593917899.431,0
1593918499.43,0
1593919099.428,0
1593919699.432,0
1593920299.564,0
1593920899.429,0
1593921499.427,0
1593922099.427,0
1593922441.377,0
1593923022.286,0
1593923622.135,0
1593924222.127,0
1593924822.127,0
1593925422.134,0
1593926022.132,0
1593926285.292,0
1593926287.229,-49
1593926287.229,-51
1593926287.229,-54
1593926287.229,-67
1593926287.229,-69
1593926287.229,-71
1593926287.229,-72
1593926287.229,-72
1593926287.229,-72
1593926287.229,-72
1593926287.229,-72
1593926287.229,-73
1593926287.229,-74
1593926287.229,-74
1593926287.229,-74
1593926287.229,-76
1593926287.229,-78
1593926287.229,-79
1593926287.229,-80
1593926287.229,-81
1593926287.229,-81
1593926287.229,-82
1593926426.357,-45
1593926426.357,-51
1593926426.357,-54
1593926426.357,-70
1593926426.357,-71
1593926426.357,-72
1593926426.357,-72
1593926426.357,-72
1593926426.357,-74
1593926426.357,-74
1593926426.357,-75
1593926426.357,-76
1593926426.357,-76
1593926426.357,-77
1593926426.357,-77
1593926426.357,-77
1593926426.357,-78
1593926426.357,-78
1593926426.357,-79
1593926426.357,-80
1593926426.357,-80
1593926426.357,-80
1593926426.357,-81
1593926426.357,-81
1593926932.225,0
1593927019.561,-56
1593927019.561,-57
1593927019.561,-63
1593927019.561,-64
1593927019.561,-71
1593927019.561,-71
1593927019.561,-74
1593927019.561,-75
1593927019.561,-75
1593927019.561,-75
1593927019.561,-76
1593927019.561,-76
1593927019.561,-77
1593927019.561,-77
1593927019.561,-78
1593927019.561,-78
1593927019.561,-79
1593927019.561,-80
1593927019.561,-80
1593927019.561,-82
1593927019.561,-83
1593927019.561,-84
1593927087.173,-56
1593927087.173,-57
1593927087.173,-58
1593927087.173,-73
1593927087.173,-73
1593927087.173,-74
1593927087.173,-75
1593927087.173,-75
1593927087.173,-75
1593927087.173,-76
1593927087.173,-76
1593927087.173,-77
1593927087.173,-77
1593927087.173,-77
1593927087.173,-78
1593927087.173,-78
1593927087.173,-78
1593927087.173,-79
1593927087.173,-80
1593927087.173,-80
1593927087.173,-81
1593927087.173,-82
1593927087.173,-84
1593927087.173,-84
1593927087.173,-86
1593927503.582,0
1593927633.532,0
1593927925.945,0
1593928242.375,-54
1593928242.375,-57
1593928242.375,-59
1593928242.375,-66
1593928242.375,-70
1593928242.375,-71
1593928242.375,-74
1593928242.375,-74
1593928242.375,-75
1593928242.375,-75
1593928242.375,-76
1593928242.375,-77
1593928242.375,-77
1593928242.375,-77
1593928242.375,-79
1593928242.375,-79
1593928242.375,-80
1593928242.375,-80
1593928242.375,-82
1593928242.375,-82
1593928242.375,-85
1593928242.375,-85
1593928403.728,0
1593928979.723,0
1593929389.202,0
1593929402.943,0
1593929468.145,-54
1593929468.145,-55
1593929468.145,-57
1593929468.145,-70
1593929468.145,-70
1593929468.145,-72
1593929468.145,-73
1593929468.145,-73
1593929468.145,-75
1593929468.145,-75
1593929468.145,-76
1593929468.145,-76
1593929468.145,-76
1593929468.145,-77
1593929468.145,-78
1593929468.145,-78
1593929468.145,-79
1593929468.145,-79
1593929468.145,-81
1593929468.145,-81
1593929468.145,-84
1593929468.145,-85
1593929468.145,-85
1593929468.145,-86
1593929615.555,-52
1593929615.555,-57
1593929615.555,-57
1593929615.555,-59
1593929615.555,-71
1593929615.555,-71
1593929615.555,-71
1593929615.555,-73
1593929615.555,-73
1593929615.555,-73
1593929615.555,-74
1593929615.555,-74
1593929615.555,-74
1593929615.555,-75
1593929615.555,-75
1593929615.555,-76
1593929615.555,-76
1593929615.555,-76
1593929615.555,-77
1593929615.555,-79
1593929615.555,-80
1593929615.555,-81
1593929615.555,-82
1593929615.555,-82
1593929748.114,0
1593930021.644,0
1593930281.349,-54
1593930281.349,-54
1593930281.349,-64
1593930281.349,-71
1593930281.349,-71
1593930281.349,-72
1593930281.349,-72
1593930281.349,-74
1593930281.349,-74
1593930281.349,-75
1593930281.349,-75
1593930281.349,-75
1593930281.349,-76
1593930281.349,-76
1593930281.349,-76
1593930281.349,-77
1593930281.349,-77
1593930281.349,-78
1593930281.349,-78
1593930281.349,-78
1593930281.349,-81
1593930281.349,-81
1593930281.349,-82
1593930281.349,-82
1593930281.349,-84
1593930281.349,-84
1593930281.349,-84
1593930349.822,0
1593930616.291,-54
1593930616.291,-65
1593930616.291,-65
1593930616.291,-69
1593930616.291,-72
1593930616.291,-73
1593930616.291,-73
1593930616.291,-73
1593930616.291,-75
1593930616.291,-76
1593930616.291,-76
1593930616.291,-76
1593930616.291,-78
1593930616.291,-79
1593930616.291,-80
1593930616.291,-80
1593930616.291,-80
1593930616.291,-81
1593930616.291,-81
1593930670.472,0
1593930909.766,0
1593931211.787,0
1593931569.986,-45
1593931569.986,-48
1593931569.986,-53
1593931569.986,-57
1593931569.986,-58
1593931569.986,-60
1593931569.986,-63
1593931569.986,-64
1593931569.986,-64
1593931569.986,-68
1593931569.986,-70
1593931569.986,-71
1593931569.986,-72
1593931569.986,-72
1593931569.986,-73
1593931569.986,-74
1593931569.986,-74
1593931569.986,-75
1593931569.986,-75
1593931569.986,-75
1593931569.986,-77
1593931569.986,-79
1593931569.986,-80
1593931569.986,-83
1593931578.735,0
1593931818.599,0
1593932062.662,-49
1593932062.662,-51
1593932062.662,-66
1593932062.662,-69
1593932062.662,-71
1593932062.662,-71
1593932062.662,-72
1593932062.662,-73
1593932062.662,-74
1593932062.662,-76
1593932062.662,-76
1593932062.662,-78
1593932062.662,-79
1593932062.662,-79
1593932062.662,-86
1593932062.662,-86
1593932144.136,0
1593932438.389,0
1593932724.629,0
1593932779.391,-46
1593932779.391,-51
1593932779.391,-57
1593932779.391,-65
1593932779.391,-66
1593932779.391,-69
1593932779.391,-70
1593932779.391,-72
1593932779.391,-72
1593932779.391,-72
1593932779.391,-72
1593932779.391,-73
1593932779.391,-73
1593932779.391,-73
1593932779.391,-74
1593932779.391,-74
1593932779.391,-75
1593932779.391,-76
1593932779.391,-77
1593932779.391,-77
1593932779.391,-77
1593932779.391,-78
1593932779.391,-79
1593932779.391,-79
1593932779.391,-84
1593932779.391,-86
1593933171.524,-57
1593933171.524,-62
1593933171.524,-64
1593933171.524,-74
1593933171.524,-74
1593933171.524,-74
1593933171.524,-75
1593933171.524,-75
1593933171.524,-75
1593933171.524,-75
1593933171.524,-77
1593933171.524,-80
1593933171.524,-81
1593933171.524,-81
1593933171.524,-81
1593933171.524,-81
1593933171.524,-81
1593933171.524,-82
1593933171.524,-85
1593933174.93,0
1593933549.044,0
1593933597.411,-51
1593933597.411,-54
1593933597.411,-62
1593933597.411,-66
1593933597.411,-66
1593933597.411,-67
1593933597.411,-69
1593933597.411,-69
1593933597.411,-71
1593933597.411,-72
1593933597.411,-72
1593933597.411,-73
1593933597.411,-74
1593933597.411,-77
1593933597.411,-77
1593933597.411,-78
1593933597.411,-78
1593933597.411,-79
1593933597.411,-80
1593933728.48,0
1593933979.076,0
1593934313.505,-50
1593934313.505,-51
1593934313.505,-64
1593934313.505,-65
1593934313.505,-66
1593934313.505,-69
1593934313.505,-70
1593934313.505,-71
1593934313.505,-73
1593934313.505,-73
1593934313.505,-73
1593934313.505,-75
1593934313.505,-77
1593934313.505,-78
1593934313.505,-78
1593934313.505,-81
1593934313.505,-82
1593934313.505,-82
1593934313.505,-86
1593934394.713,0
1593934753.962,0
1593935234.625,0
1593935291.499,-43
1593935291.499,-50
1593935291.499,-55
1593935291.499,-64
1593935291.499,-69
1593935291.499,-69
1593935291.499,-70
1593935291.499,-70
1593935291.499,-70
1593935291.499,-72
1593935291.499,-77
1593935291.499,-78
1593935291.499,-79
1593935291.499,-80
1593935291.499,-80
1593935291.499,-81
1593935291.499,-81
1593935291.499,-83
1593935300.438,-50
1593935300.438,-54
1593935300.438,-62
1593935300.438,-66
1593935300.438,-66
1593935300.438,-66
1593935300.438,-67
1593935300.438,-69
1593935300.438,-70
1593935300.438,-70
1593935300.438,-72
1593935300.438,-72
1593935300.438,-73
1593935300.438,-74
1593935300.438,-75
1593935300.438,-75
1593935300.438,-79
1593935300.438,-83
1593935310.822,-48
1593935310.822,-57
1593935310.822,-58
1593935310.822,-58
1593935310.822,-62
1593935310.822,-65
1593935310.822,-67
1593935310.822,-68
1593935310.822,-69
1593935310.822,-69
1593935310.822,-71
1593935310.822,-73
1593935310.822,-77
1593935310.822,-78
1593935310.822,-81
1593935319.828,-52
1593935319.828,-52
1593935319.828,-56
1593935319.828,-58
1593935319.828,-60
1593935319.828,-65
1593935319.828,-66
1593935319.828,-68
1593935319.828,-69
1593935319.828,-70
1593935319.828,-70
1593935319.828,-72
1593935319.828,-73
1593935319.828,-75
1593935319.828,-79
1593935319.828,-80
1593935319.828,-82
1593935319.828,-83
1593935319.828,-86
1593935330.073,-49
1593935330.073,-51
1593935330.073,-55
1593935330.073,-57
1593935330.073,-61
1593935330.073,-64
1593935330.073,-64
1593935330.073,-64
1593935330.073,-66
1593935330.073,-69
1593935330.073,-70
1593935330.073,-70
1593935330.073,-71
1593935330.073,-77
1593935330.073,-78
1593935330.073,-78
1593935330.073,-80
1593935330.073,-81
1593935330.073,-86
1593935340.124,-52
1593935340.124,-53
1593935340.124,-54
1593935340.124,-55
1593935340.124,-60
1593935340.124,-67
1593935340.124,-68
1593935340.124,-71
1593935340.124,-72
1593935340.124,-72
1593935340.124,-73
1593935340.124,-73
1593935340.124,-73
1593935340.124,-74
1593935340.124,-75
1593935340.124,-77
1593935340.124,-78
1593935340.124,-78
1593935340.124,-78
1593935340.124,-80
1593935340.124,-80
1593935340.124,-80
1593935340.124,-81
1593935340.124,-81
1593935340.124,-81
1593935340.124,-81
1593935340.124,-82
1593935340.124,-84
1593935350.632,-49
1593935350.632,-53
1593935350.632,-57
1593935350.632,-60
1593935350.632,-69
1593935350.632,-70
1593935350.632,-71
1593935350.632,-71
1593935350.632,-71
1593935350.632,-72
1593935350.632,-72
1593935350.632,-75
1593935350.632,-75
1593935350.632,-76
1593935350.632,-77
1593935350.632,-78
1593935350.632,-79
1593935350.632,-80
1593935350.632,-80
1593935350.632,-81
1593935350.632,-81
1593935350.632,-81
1593935350.632,-83
1593935350.632,-84
1593935388.091,-42
1593935388.091,-49
1593935388.091,-57
1593935388.091,-61
1593935388.091,-61
1593935388.091,-67
1593935388.091,-67
1593935388.091,-70
1593935388.091,-72
1593935388.091,-72
1593935388.091,-73
1593935388.091,-74
1593935388.091,-75
1593935388.091,-75
1593935388.091,-75
1593935388.091,-76
1593935388.091,-79
1593935388.091,-84
1593935430.081,-52
1593935430.081,-54
1593935430.081,-57
1593935430.081,-61
1593935430.081,-69
1593935430.081,-71
1593935430.081,-71
1593935430.081,-72
1593935430.081,-72
1593935430.081,-74
1593935430.081,-74
1593935430.081,-74
1593935430.081,-75
1593935430.081,-75
1593935430.081,-75
1593935430.081,-76
1593935430.081,-77
1593935430.081,-78
1593935430.081,-79
1593935430.081,-80
1593935430.081,-80
1593935430.081,-84
1593935473.49,0
1593935493.495,-50
1593935493.495,-53
1593935493.495,-54
1593935493.495,-61
1593935493.495,-70
1593935493.495,-70
1593935493.495,-71
1593935493.495,-71
1593935493.495,-73
1593935493.495,-74
1593935493.495,-74
1593935493.495,-75
1593935493.495,-75
1593935493.495,-75
1593935493.495,-75
1593935493.495,-76
1593935493.495,-78
1593935493.495,-78
1593935493.495,-79
1593935493.495,-80
1593935493.495,-80
1593935493.495,-81
1593935493.495,-81
1593935493.495,-84
1593935814.881,0
1593936187.301,0
1593936415.839,-54
1593936415.839,-58
1593936415.839,-61
1593936415.839,-66
1593936415.839,-67
1593936415.839,-73
1593936415.839,-74
1593936415.839,-74
1593936415.839,-74
1593936415.839,-76
1593936415.839,-76
1593936415.839,-77
1593936415.839,-79
1593936499.418,0
1593936746.192,0
1593936888.035,-58
1593936888.035,-59
1593936888.035,-61
1593936888.035,-66
1593936888.035,-68
1593936888.035,-69
1593936888.035,-70
1593936888.035,-72
1593936888.035,-74
1593936888.035,-76
1593936888.035,-77
1593936888.035,-77
1593936888.035,-78
1593936888.035,-79
1593936888.035,-80
1593936888.035,-82
1593936888.035,-82
1593936888.035,-84
1593937149.893,0
1593937550.98,0
1593937852.545,0
1593938088.222,-59
1593938088.222,-59
1593938088.222,-59
1593938088.222,-66
1593938088.222,-72
1593938088.222,-73
1593938088.222,-75
1593938088.222,-76
1593938088.222,-76
1593938088.222,-78
1593938088.222,-80
1593938088.222,-80
1593938088.222,-81
1593938088.222,-83
1593938088.222,-84
1593938166.081,0
1593938505.796,0
1593939031.271,0
1593939054.188,0
1593939093.852,-59
1593939093.852,-60
1593939093.852,-65
1593939093.852,-66
1593939093.852,-69
1593939093.852,-71
1593939093.852,-71
1593939093.852,-74
1593939093.852,-75
1593939093.852,-76
1593939093.852,-77
1593939093.852,-80
1593939093.852,-80
1593939093.852,-80
1593939093.852,-82
1593939093.852,-83
1593939093.852,-84
1593939093.852,-84
1593939287.765,-59
1593939287.765,-61
1593939287.765,-65
1593939287.765,-67
1593939287.765,-69
1593939287.765,-69
1593939287.765,-70
1593939287.765,-74
1593939287.765,-75
1593939287.765,-75
1593939287.765,-76
1593939287.765,-79
1593939287.765,-80
1593939287.765,-80
1593939287.765,-82
1593939287.765,-82
1593939287.765,-83
1593939287.765,-83
1593939287.765,-84
1593939287.765,-87
1593939622.519,0
1593939732.64,0
1593940160.536,0
1593940487.756,-55
1593940487.756,-56
1593940487.756,-66
1593940487.756,-66
1593940487.756,-69
1593940487.756,-70
1593940487.756,-74
1593940487.756,-74
1593940487.756,-75
1593940487.756,-75
1593940487.756,-76
1593940487.756,-77
1593940487.756,-81
1593940487.756,-81
1593940487.756,-81
1593940487.756,-83
1593940487.756,-83
1593940487.756,-83
1593940554.193,0
1593941012.809,0
1593941426.831,0
1593941430.954,0
1593941687.598,-54
1593941687.598,-55
1593941687.598,-61
1593941687.598,-63
1593941687.598,-64
1593941687.598,-66
1593941687.598,-71
1593941687.598,-73
1593941687.598,-73
1593941687.598,-74
1593941687.598,-76
1593941687.598,-77
1593941687.598,-81
1593941687.598,-81
1593941687.598,-82
1593941687.598,-82
1593941687.598,-84
1593941900.422,0
1593942326.837,0
1593942354.445,0
1593942839.294,0
1593942887.719,-54
1593942887.719,-56
1593942887.719,-63
1593942887.719,-65
1593942887.719,-67
1593942887.719,-67
1593942887.719,-71
1593942887.719,-73
1593942887.719,-74
1593942887.719,-76
1593942887.719,-77
1593942887.719,-79
1593942887.719,-81
1593942887.719,-82
1593942887.719,-82
1593942887.719,-82
1593942887.719,-82
1593942887.719,-84
1593942976.904,0
1593943264.342,0
1593943607.105,0
1593943843.428,-47
1593943843.428,-50
1593943843.428,-55
1593943843.428,-57
1593943843.428,-65
1593943843.428,-67
1593943843.428,-70
1593943843.428,-70
1593943843.428,-71
1593943843.428,-72
1593943843.428,-72
1593943843.428,-74
1593943843.428,-74
1593943843.428,-74
1593943843.428,-75
1593943843.428,-77
1593943843.428,-77
1593943843.428,-78
1593943843.428,-79
1593943843.428,-81
1593943843.428,-84
1593943843.428,-85
1593943843.428,-86
1593943939.52,0
1593944087.66,-50
1593944087.66,-53
1593944087.66,-58
1593944087.66,-58
1593944087.66,-62
1593944087.66,-66
1593944087.66,-66
1593944087.66,-69
1593944087.66,-70
1593944087.66,-71
1593944087.66,-71
1593944087.66,-72
1593944087.66,-73
1593944087.66,-73
1593944087.66,-73
1593944087.66,-73
1593944087.66,-74
1593944087.66,-74
1593944087.66,-75
1593944087.66,-78
1593944087.66,-78
1593944087.66,-78
1593944087.66,-81
1593944317.915,0
1593944342.529,-39
1593944342.529,-47
1593944342.529,-52
1593944342.529,-52
1593944342.529,-60
1593944342.529,-61
1593944342.529,-61
1593944342.529,-62
1593944342.529,-62
1593944342.529,-64
1593944342.529,-65
1593944342.529,-68
1593944342.529,-68
1593944342.529,-69
1593944342.529,-71
1593944342.529,-71
1593944342.529,-72
1593944342.529,-73
1593944342.529,-77
1593944342.529,-78
1593944342.529,-80
1593944342.529,-80
1593944342.529,-82
1593944342.529,-83
1593944732.478,0
1593944864.079,-55
1593944864.079,-55
1593944864.079,-57
1593944864.079,-58
1593944864.079,-60
1593944864.079,-62
1593944864.079,-68
1593944864.079,-70
1593944864.079,-71
1593944864.079,-73
1593944864.079,-75
1593944864.079,-75
1593944864.079,-76
1593944864.079,-77
1593944864.079,-80
1593944864.079,-81
1593944867.599,-62
1593944867.599,-62
1593944867.599,-66
1593944867.599,-69
1593944867.599,-71
1593944867.599,-73
1593944867.599,-76
1593944867.599,-79
1593944867.599,-79
1593944867.599,-81
1593944867.599,-85
1593944867.599,-86
1593944871.172,-60
1593944871.172,-67
1593944871.172,-68
1593944871.172,-69
